source;target;edge_type;weight
"Moreau3128_GBOOKSph10";"Moreau3128_GBOOKSph11";"precedence";"1"
"Moreau3128_GBOOKSph11";"Moreau3128_GBOOKSph12";"precedence";"1"
"Moreau3128_GBOOKSph12";"Moreau3128_GBOOKSph13";"precedence";"1"
"Moreau3103_GBOOKSph0";"Moreau3103_GBOOKSph1";"precedence";"1"
"Moreau3103_GBOOKSph1";"Moreau3103_GBOOKSph2";"precedence";"1"
"Moreau3103_GBOOKSph2";"Moreau3103_GBOOKSph3";"precedence";"1"
"Moreau3103_GBOOKSph3";"Moreau3103_GBOOKSph4";"precedence";"1"
"Moreau3103_GBOOKSph4";"Moreau3103_GBOOKSph5";"precedence";"1"
"Moreau3103_GBOOKSph5";"Moreau3103_GBOOKSph6";"precedence";"1"
"Moreau3103_GBOOKSph6";"Moreau3103_GBOOKSph7";"precedence";"1"
"Moreau3103_GBOOKSph7";"Moreau3103_GBOOKSph8";"precedence";"1"
"Moreau3103_GBOOKSph8";"Moreau3103_GBOOKSph9";"precedence";"1"
"Moreau3103_GBOOKSph9";"Moreau3103_GBOOKSph10";"precedence";"1"
"Moreau3103_GBOOKSph10";"Moreau3103_GBOOKSph11";"precedence";"1"
"Moreau3103_GBOOKSph11";"Moreau3103_GBOOKSph12";"precedence";"1"
"Moreau3103_GBOOKSph12";"Moreau3103_GBOOKSph13";"precedence";"1"
"Moreau3103_GBOOKSph13";"Moreau3103_GBOOKSph14";"precedence";"1"
"Moreau3103_GBOOKSph14";"Moreau3103_GBOOKSph15";"precedence";"1"
"Moreau3103_GBOOKSph15";"Moreau3103_GBOOKSph16";"precedence";"1"
"Moreau3103_GBOOKSph16";"Moreau3103_GBOOKSph17";"precedence";"1"
"Moreau3103_GBOOKSph17";"Moreau3103_GBOOKSph18";"precedence";"1"
"Moreau3103_GBOOKSph18";"Moreau3103_GBOOKSph19";"precedence";"1"
"Moreau3103_GBOOKSph19";"Moreau3103_GBOOKSph20";"precedence";"1"
"Moreau3103_GBOOKSph20";"Moreau3103_GBOOKSph21";"precedence";"1"
"Moreau3103_GBOOKSph21";"Moreau3103_GBOOKSph22";"precedence";"1"
"Moreau3103_GBOOKSph22";"Moreau3103_GBOOKSph23";"precedence";"1"
"Moreau3103_GBOOKSph23";"Moreau3103_GBOOKSph24";"precedence";"1"
"Moreau3103_GBOOKSph24";"Moreau3103_GBOOKSph25";"precedence";"1"
"Moreau3103_GBOOKSph25";"Moreau3103_GBOOKSph26";"precedence";"1"
"Moreau3103_GBOOKSph26";"Moreau3103_GBOOKSph27";"precedence";"1"
"Moreau3103_GBOOKSph27";"Moreau3103_GBOOKSph28";"precedence";"1"
"Moreau3103_GBOOKSph28";"Moreau3103_GBOOKSph29";"precedence";"1"
"Moreau3103_GBOOKSph29";"Moreau3103_GBOOKSph30";"precedence";"1"
"Moreau3103_GBOOKSph30";"Moreau3103_GBOOKSph31";"precedence";"1"
"Moreau3103_GBOOKSph31";"Moreau3103_GBOOKSph32";"precedence";"1"
"Moreau3103_GBOOKSph32";"Moreau3103_GBOOKSph33";"precedence";"1"
"Moreau3103_GBOOKSph33";"Moreau3103_GBOOKSph34";"precedence";"1"
"Moreau3103_GBOOKSph34";"Moreau3103_GBOOKSph35";"precedence";"1"
"Moreau3103_GBOOKSph35";"Moreau3103_GBOOKSph36";"precedence";"1"
"Moreau3103_GBOOKSph36";"Moreau3103_GBOOKSph37";"precedence";"1"
"Moreau3103_GBOOKSph37";"Moreau3103_GBOOKSph38";"precedence";"1"
"Moreau3103_GBOOKSph38";"Moreau3103_GBOOKSph39";"precedence";"1"
"Moreau3103_GBOOKSph39";"Moreau3103_GBOOKSph40";"precedence";"1"
"Moreau3103_GBOOKSph40";"Moreau3103_GBOOKSph41";"precedence";"1"
"Moreau3103_GBOOKSph41";"Moreau3103_GBOOKSph42";"precedence";"1"
"Moreau3103_GBOOKSph42";"Moreau3103_GBOOKSph43";"precedence";"1"
"Moreau3103_GBOOKSph43";"Moreau3103_GBOOKSph44";"precedence";"1"
"Moreau3103_GBOOKSph44";"Moreau3103_GBOOKSph45";"precedence";"1"
"Moreau3103_GBOOKSph45";"Moreau3103_GBOOKSph46";"precedence";"1"
"Moreau3103_GBOOKSph46";"Moreau3103_GBOOKSph47";"precedence";"1"
"Moreau3103_GBOOKSph47";"Moreau3103_GBOOKSph48";"precedence";"1"
"Moreau3103_GBOOKSph48";"Moreau3103_GBOOKSph49";"precedence";"1"
"Moreau3103_GBOOKSph49";"Moreau3103_GBOOKSph50";"precedence";"1"
"Moreau3103_GBOOKSph50";"Moreau3103_GBOOKSph51";"precedence";"1"
"Moreau3103_GBOOKSph51";"Moreau3103_GBOOKSph52";"precedence";"1"
"Moreau3103_GBOOKSph52";"Moreau3103_GBOOKSph53";"precedence";"1"
"Moreau3103_GBOOKSph53";"Moreau3103_GBOOKSph54";"precedence";"1"
"Moreau3103_GBOOKSph54";"Moreau3103_GBOOKSph55";"precedence";"1"
"Moreau3103_GBOOKSph55";"Moreau3103_GBOOKSph56";"precedence";"1"
"Moreau3103_GBOOKSph56";"Moreau3103_GBOOKSph57";"precedence";"1"
"Moreau3134_GBOOKSph0";"Moreau3134_GBOOKSph1";"precedence";"1"
"Moreau3134_GBOOKSph1";"Moreau3134_GBOOKSph2";"precedence";"1"
"Moreau3134_GBOOKSph2";"Moreau3134_GBOOKSph3";"precedence";"1"
"Moreau3134_GBOOKSph3";"Moreau3134_GBOOKSph4";"precedence";"1"
"Moreau3134_GBOOKSph4";"Moreau3134_GBOOKSph5";"precedence";"1"
"Moreau3134_GBOOKSph5";"Moreau3134_GBOOKSph6";"precedence";"1"
"Moreau3134_GBOOKSph6";"Moreau3134_GBOOKSph7";"precedence";"1"
"Moreau3134_GBOOKSph7";"Moreau3134_GBOOKSph8";"precedence";"1"
"Moreau3134_GBOOKSph8";"Moreau3134_GBOOKSph9";"precedence";"1"
"Moreau3134_GBOOKSph9";"Moreau3134_GBOOKSph10";"precedence";"1"
"Moreau3134_GBOOKSph10";"Moreau3134_GBOOKSph11";"precedence";"1"
"Moreau3134_GBOOKSph11";"Moreau3134_GBOOKSph12";"precedence";"1"
"Moreau3134_GBOOKSph12";"Moreau3134_GBOOKSph13";"precedence";"1"
"Moreau3134_GBOOKSph13";"Moreau3134_GBOOKSph14";"precedence";"1"
"Moreau3134_GBOOKSph14";"Moreau3134_GBOOKSph15";"precedence";"1"
"Moreau3134_GBOOKSph15";"Moreau3134_GBOOKSph16";"precedence";"1"
"Moreau3134_GBOOKSph16";"Moreau3134_GBOOKSph17";"precedence";"1"
"Moreau3134_GBOOKSph17";"Moreau3134_GBOOKSph18";"precedence";"1"
"Moreau3134_GBOOKSph18";"Moreau3134_GBOOKSph19";"precedence";"1"
"Moreau3134_GBOOKSph19";"Moreau3134_GBOOKSph20";"precedence";"1"
"Moreau3134_GBOOKSph20";"Moreau3134_GBOOKSph21";"precedence";"1"
"Moreau3134_GBOOKSph21";"Moreau3134_GBOOKSph22";"precedence";"1"
"Moreau3134_GBOOKSph22";"Moreau3134_GBOOKSph23";"precedence";"1"
"Moreau3134_GBOOKSph23";"Moreau3134_GBOOKSph24";"precedence";"1"
"Moreau3134_GBOOKSph24";"Moreau3134_GBOOKSph25";"precedence";"1"
"Moreau3134_GBOOKSph25";"Moreau3134_GBOOKSph26";"precedence";"1"
"Moreau3134_GBOOKSph26";"Moreau3134_GBOOKSph27";"precedence";"1"
"Moreau3134_GBOOKSph27";"Moreau3134_GBOOKSph28";"precedence";"1"
"Moreau3134_GBOOKSph28";"Moreau3134_GBOOKSph29";"precedence";"1"
"Moreau3134_GBOOKSph29";"Moreau3134_GBOOKSph30";"precedence";"1"
"Moreau3134_GBOOKSph30";"Moreau3134_GBOOKSph31";"precedence";"1"
"Moreau3134_GBOOKSph31";"Moreau3134_GBOOKSph32";"precedence";"1"
"Moreau3134_GBOOKSph32";"Moreau3134_GBOOKSph33";"precedence";"1"
"Moreau3134_GBOOKSph33";"Moreau3134_GBOOKSph34";"precedence";"1"
"Moreau3134_GBOOKSph34";"Moreau3134_GBOOKSph35";"precedence";"1"
"Moreau3134_GBOOKSph35";"Moreau3134_GBOOKSph36";"precedence";"1"
"Moreau3134_GBOOKSph36";"Moreau3134_GBOOKSph37";"precedence";"1"
"Moreau3134_GBOOKSph37";"Moreau3134_GBOOKSph38";"precedence";"1"
"Moreau3134_GBOOKSph38";"Moreau3134_GBOOKSph39";"precedence";"1"
"Moreau3134_GBOOKSph39";"Moreau3134_GBOOKSph40";"precedence";"1"
"Moreau3134_GBOOKSph40";"Moreau3134_GBOOKSph41";"precedence";"1"
"Moreau3134_GBOOKSph41";"Moreau3134_GBOOKSph42";"precedence";"1"
"Moreau3134_GBOOKSph42";"Moreau3134_GBOOKSph43";"precedence";"1"
"Moreau3134_GBOOKSph43";"Moreau3134_GBOOKSph44";"precedence";"1"
"Moreau3134_GBOOKSph44";"Moreau3134_GBOOKSph45";"precedence";"1"
"Moreau3134_GBOOKSph45";"Moreau3134_GBOOKSph46";"precedence";"1"
"Moreau3134_GBOOKSph46";"Moreau3134_GBOOKSph47";"precedence";"1"
"Moreau3134_GBOOKSph47";"Moreau3134_GBOOKSph48";"precedence";"1"
"Moreau3134_GBOOKSph48";"Moreau3134_GBOOKSph49";"precedence";"1"
"Moreau3134_GBOOKSph49";"Moreau3134_GBOOKSph50";"precedence";"1"
"Moreau3134_GBOOKSph50";"Moreau3134_GBOOKSph51";"precedence";"1"
"Moreau3134_GBOOKSph51";"Moreau3134_GBOOKSph52";"precedence";"1"
"Moreau3134_GBOOKSph52";"Moreau3134_GBOOKSph53";"precedence";"1"
"Moreau3134_GBOOKSph53";"Moreau3134_GBOOKSph54";"precedence";"1"
"Moreau3134_GBOOKSph54";"Moreau3134_GBOOKSph55";"precedence";"1"
"Moreau3134_GBOOKSph55";"Moreau3134_GBOOKSph56";"precedence";"1"
"Moreau3134_GBOOKSph56";"Moreau3134_GBOOKSph57";"precedence";"1"
"Moreau3134_GBOOKSph57";"Moreau3134_GBOOKSph58";"precedence";"1"
"Moreau3134_GBOOKSph58";"Moreau3134_GBOOKSph59";"precedence";"1"
"Moreau3134_GBOOKSph59";"Moreau3134_GBOOKSph60";"precedence";"1"
"Moreau3134_GBOOKSph60";"Moreau3134_GBOOKSph61";"precedence";"1"
"Moreau3134_GBOOKSph61";"Moreau3134_GBOOKSph62";"precedence";"1"
"Moreau3134_GBOOKSph62";"Moreau3134_GBOOKSph63";"precedence";"1"
"Moreau3134_GBOOKSph63";"Moreau3134_GBOOKSph64";"precedence";"1"
"Moreau3134_GBOOKSph64";"Moreau3134_GBOOKSph65";"precedence";"1"
"Moreau3134_GBOOKSph65";"Moreau3134_GBOOKSph66";"precedence";"1"
"Moreau3134_GBOOKSph66";"Moreau3134_GBOOKSph67";"precedence";"1"
"Moreau3134_GBOOKSph67";"Moreau3134_GBOOKSph68";"precedence";"1"
"Moreau3134_GBOOKSph68";"Moreau3134_GBOOKSph69";"precedence";"1"
"Moreau3134_GBOOKSph69";"Moreau3134_GBOOKSph70";"precedence";"1"
"Moreau3134_GBOOKSph70";"Moreau3134_GBOOKSph71";"precedence";"1"
"Moreau3134_GBOOKSph71";"Moreau3134_GBOOKSph72";"precedence";"1"
"Moreau3134_GBOOKSph72";"Moreau3134_GBOOKSph73";"precedence";"1"
"Moreau3134_GBOOKSph73";"Moreau3134_GBOOKSph74";"precedence";"1"
"Moreau3134_GBOOKSph74";"Moreau3134_GBOOKSph75";"precedence";"1"
"Moreau3134_GBOOKSph75";"Moreau3134_GBOOKSph76";"precedence";"1"
"Moreau3134_GBOOKSph76";"Moreau3134_GBOOKSph77";"precedence";"1"
"Moreau3134_GBOOKSph77";"Moreau3134_GBOOKSph78";"precedence";"1"
"Moreau3134_GBOOKSph78";"Moreau3134_GBOOKSph79";"precedence";"1"
"Moreau3134_GBOOKSph79";"Moreau3134_GBOOKSph80";"precedence";"1"
"Moreau3134_GBOOKSph80";"Moreau3134_GBOOKSph81";"precedence";"1"
"Moreau3134_GBOOKSph81";"Moreau3134_GBOOKSph82";"precedence";"1"
"Moreau3134_GBOOKSph82";"Moreau3134_GBOOKSph83";"precedence";"1"
"Moreau3134_GBOOKSph83";"Moreau3134_GBOOKSph84";"precedence";"1"
"Moreau3134_GBOOKSph84";"Moreau3134_GBOOKSph85";"precedence";"1"
"Moreau3134_GBOOKSph85";"Moreau3134_GBOOKSph86";"precedence";"1"
"Moreau3134_GBOOKSph86";"Moreau3134_GBOOKSph87";"precedence";"1"
"Moreau3134_GBOOKSph87";"Moreau3134_GBOOKSph88";"precedence";"1"
"Moreau3134_GBOOKSph88";"Moreau3134_GBOOKSph89";"precedence";"1"
"Moreau3134_GBOOKSph89";"Moreau3134_GBOOKSph90";"precedence";"1"
"Moreau3134_GBOOKSph90";"Moreau3134_GBOOKSph91";"precedence";"1"
"Moreau3134_GBOOKSph91";"Moreau3134_GBOOKSph92";"precedence";"1"
"Moreau3134_GBOOKSph92";"Moreau3134_GBOOKSph93";"precedence";"1"
"Moreau3134_GBOOKSph93";"Moreau3134_GBOOKSph94";"precedence";"1"
"Moreau3134_GBOOKSph94";"Moreau3134_GBOOKSph95";"precedence";"1"
"Moreau3134_GBOOKSph95";"Moreau3134_GBOOKSph96";"precedence";"1"
"Moreau3134_GBOOKSph96";"Moreau3134_GBOOKSph97";"precedence";"1"
"Moreau3134_GBOOKSph97";"Moreau3134_GBOOKSph98";"precedence";"1"
"Moreau3134_GBOOKSph98";"Moreau3134_GBOOKSph99";"precedence";"1"
"Moreau3134_GBOOKSph99";"Moreau3134_GBOOKSph100";"precedence";"1"
"Moreau3134_GBOOKSph100";"Moreau3134_GBOOKSph101";"precedence";"1"
"Moreau3134_GBOOKSph101";"Moreau3134_GBOOKSph102";"precedence";"1"
"Moreau3134_GBOOKSph102";"Moreau3134_GBOOKSph103";"precedence";"1"
"Moreau3134_GBOOKSph103";"Moreau3134_GBOOKSph104";"precedence";"1"
"Moreau3134_GBOOKSph104";"Moreau3134_GBOOKSph105";"precedence";"1"
"Moreau3134_GBOOKSph105";"Moreau3134_GBOOKSph106";"precedence";"1"
"Moreau3134_GBOOKSph106";"Moreau3134_GBOOKSph107";"precedence";"1"
"Moreau3134_GBOOKSph107";"Moreau3134_GBOOKSph108";"precedence";"1"
"Moreau3134_GBOOKSph108";"Moreau3134_GBOOKSph109";"precedence";"1"
"Moreau3134_GBOOKSph109";"Moreau3134_GBOOKSph110";"precedence";"1"
"Moreau3134_GBOOKSph110";"Moreau3134_GBOOKSph111";"precedence";"1"
"Moreau3134_GBOOKSph111";"Moreau3134_GBOOKSph112";"precedence";"1"
"Moreau3134_GBOOKSph112";"Moreau3134_GBOOKSph113";"precedence";"1"
"Moreau3134_GBOOKSph113";"Moreau3134_GBOOKSph114";"precedence";"1"
"Moreau3134_GBOOKSph114";"Moreau3134_GBOOKSph115";"precedence";"1"
"Moreau3134_GBOOKSph115";"Moreau3134_GBOOKSph116";"precedence";"1"
"Moreau3134_GBOOKSph116";"Moreau3134_GBOOKSph117";"precedence";"1"
"Moreau3134_GBOOKSph117";"Moreau3134_GBOOKSph118";"precedence";"1"
"Moreau3134_GBOOKSph118";"Moreau3134_GBOOKSph119";"precedence";"1"
"Moreau3134_GBOOKSph119";"Moreau3134_GBOOKSph120";"precedence";"1"
"Moreau3134_GBOOKSph120";"Moreau3134_GBOOKSph121";"precedence";"1"
"Moreau3134_GBOOKSph121";"Moreau3134_GBOOKSph122";"precedence";"1"
"Moreau3134_GBOOKSph122";"Moreau3134_GBOOKSph123";"precedence";"1"
"Moreau3134_GBOOKSph123";"Moreau3134_GBOOKSph124";"precedence";"1"
"Moreau3134_GBOOKSph124";"Moreau3134_GBOOKSph125";"precedence";"1"
"Moreau3156_GBOOKSph0";"Moreau3156_GBOOKSph1";"precedence";"1"
"Moreau3156_GBOOKSph1";"Moreau3156_GBOOKSph2";"precedence";"1"
"Moreau3156_GBOOKSph2";"Moreau3156_GBOOKSph3";"precedence";"1"
"Moreau3156_GBOOKSph3";"Moreau3156_GBOOKSph4";"precedence";"1"
"Moreau3156_GBOOKSph4";"Moreau3156_GBOOKSph5";"precedence";"1"
"Moreau3156_GBOOKSph5";"Moreau3156_GBOOKSph6";"precedence";"1"
"Moreau3156_GBOOKSph6";"Moreau3156_GBOOKSph7";"precedence";"1"
"Moreau3156_GBOOKSph7";"Moreau3156_GBOOKSph8";"precedence";"1"
"Moreau3156_GBOOKSph8";"Moreau3156_GBOOKSph9";"precedence";"1"
"Moreau3156_GBOOKSph9";"Moreau3156_GBOOKSph10";"precedence";"1"
"Moreau3156_GBOOKSph10";"Moreau3156_GBOOKSph11";"precedence";"1"
"Moreau3156_GBOOKSph11";"Moreau3156_GBOOKSph12";"precedence";"1"
"Moreau3156_GBOOKSph12";"Moreau3156_GBOOKSph13";"precedence";"1"
"Moreau3156_GBOOKSph13";"Moreau3156_GBOOKSph14";"precedence";"1"
"Moreau3156_GBOOKSph14";"Moreau3156_GBOOKSph15";"precedence";"1"
"Moreau3156_GBOOKSph15";"Moreau3156_GBOOKSph16";"precedence";"1"
"Moreau3156_GBOOKSph16";"Moreau3156_GBOOKSph17";"precedence";"1"
"Moreau3156_GBOOKSph17";"Moreau3156_GBOOKSph18";"precedence";"1"
"Moreau3156_GBOOKSph18";"Moreau3156_GBOOKSph19";"precedence";"1"
"Moreau3156_GBOOKSph19";"Moreau3156_GBOOKSph20";"precedence";"1"
"Moreau3156_GBOOKSph20";"Moreau3156_GBOOKSph21";"precedence";"1"
"Moreau3156_GBOOKSph21";"Moreau3156_GBOOKSph22";"precedence";"1"
"Moreau3156_GBOOKSph22";"Moreau3156_GBOOKSph23";"precedence";"1"
"Moreau3156_GBOOKSph23";"Moreau3156_GBOOKSph24";"precedence";"1"
"Moreau3156_GBOOKSph24";"Moreau3156_GBOOKSph25";"precedence";"1"
"Moreau3156_GBOOKSph25";"Moreau3156_GBOOKSph26";"precedence";"1"
"Moreau3156_GBOOKSph26";"Moreau3156_GBOOKSph27";"precedence";"1"
"Moreau3156_GBOOKSph27";"Moreau3156_GBOOKSph28";"precedence";"1"
"Moreau3156_GBOOKSph28";"Moreau3156_GBOOKSph29";"precedence";"1"
"Moreau3156_GBOOKSph29";"Moreau3156_GBOOKSph30";"precedence";"1"
"Moreau3156_GBOOKSph30";"Moreau3156_GBOOKSph31";"precedence";"1"
"Moreau3156_GBOOKSph31";"Moreau3156_GBOOKSph32";"precedence";"1"
"Moreau3156_GBOOKSph32";"Moreau3156_GBOOKSph33";"precedence";"1"
"Moreau3156_GBOOKSph33";"Moreau3156_GBOOKSph34";"precedence";"1"
"Moreau3156_GBOOKSph34";"Moreau3156_GBOOKSph35";"precedence";"1"
"Moreau3156_GBOOKSph35";"Moreau3156_GBOOKSph36";"precedence";"1"
"Moreau3156_GBOOKSph36";"Moreau3156_GBOOKSph37";"precedence";"1"
"Moreau3156_GBOOKSph37";"Moreau3156_GBOOKSph38";"precedence";"1"
"Moreau3156_GBOOKSph38";"Moreau3156_GBOOKSph39";"precedence";"1"
"Moreau3156_GBOOKSph39";"Moreau3156_GBOOKSph40";"precedence";"1"
"Moreau3156_GBOOKSph40";"Moreau3156_GBOOKSph41";"precedence";"1"
"Moreau3156_GBOOKSph41";"Moreau3156_GBOOKSph42";"precedence";"1"
"Moreau3156_GBOOKSph42";"Moreau3156_GBOOKSph43";"precedence";"1"
"Moreau3156_GBOOKSph43";"Moreau3156_GBOOKSph44";"precedence";"1"
"Moreau3156_GBOOKSph44";"Moreau3156_GBOOKSph45";"precedence";"1"
"Moreau3156_GBOOKSph45";"Moreau3156_GBOOKSph46";"precedence";"1"
"Moreau3156_GBOOKSph46";"Moreau3156_GBOOKSph47";"precedence";"1"
"Moreau3156_GBOOKSph47";"Moreau3156_GBOOKSph48";"precedence";"1"
"Moreau3156_GBOOKSph48";"Moreau3156_GBOOKSph49";"precedence";"1"
"Moreau3156_GBOOKSph49";"Moreau3156_GBOOKSph50";"precedence";"1"
"Moreau3156_GBOOKSph50";"Moreau3156_GBOOKSph51";"precedence";"1"
"Moreau3156_GBOOKSph51";"Moreau3156_GBOOKSph52";"precedence";"1"
"Moreau3156_GBOOKSph52";"Moreau3156_GBOOKSph53";"precedence";"1"
"Moreau3156_GBOOKSph53";"Moreau3156_GBOOKSph54";"precedence";"1"
"Moreau3156_GBOOKSph54";"Moreau3156_GBOOKSph55";"precedence";"1"
"Moreau3170_GBOOKSph0";"Moreau3170_GBOOKSph1";"precedence";"1"
"Moreau3170_GBOOKSph1";"Moreau3170_GBOOKSph2";"precedence";"1"
"Moreau3170_GBOOKSph2";"Moreau3170_GBOOKSph3";"precedence";"1"
"Moreau3170_GBOOKSph3";"Moreau3170_GBOOKSph4";"precedence";"1"
"Moreau3170_GBOOKSph4";"Moreau3170_GBOOKSph5";"precedence";"1"
"Moreau3170_GBOOKSph5";"Moreau3170_GBOOKSph6";"precedence";"1"
"Moreau3170_GBOOKSph6";"Moreau3170_GBOOKSph7";"precedence";"1"
"Moreau3170_GBOOKSph7";"Moreau3170_GBOOKSph8";"precedence";"1"
"Moreau3170_GBOOKSph8";"Moreau3170_GBOOKSph9";"precedence";"1"
"Moreau3170_GBOOKSph9";"Moreau3170_GBOOKSph10";"precedence";"1"
"Moreau3170_GBOOKSph10";"Moreau3170_GBOOKSph11";"precedence";"1"
"Moreau3170_GBOOKSph11";"Moreau3170_GBOOKSph12";"precedence";"1"
"Moreau3170_GBOOKSph12";"Moreau3170_GBOOKSph13";"precedence";"1"
"Moreau3170_GBOOKSph13";"Moreau3170_GBOOKSph14";"precedence";"1"
"Moreau3170_GBOOKSph14";"Moreau3170_GBOOKSph15";"precedence";"1"
"Moreau3170_GBOOKSph15";"Moreau3170_GBOOKSph16";"precedence";"1"
"Moreau3170_GBOOKSph16";"Moreau3170_GBOOKSph17";"precedence";"1"
"Moreau3170_GBOOKSph17";"Moreau3170_GBOOKSph18";"precedence";"1"
"Moreau3170_GBOOKSph18";"Moreau3170_GBOOKSph19";"precedence";"1"
"Moreau3170_GBOOKSph19";"Moreau3170_GBOOKSph20";"precedence";"1"
"Moreau3170_GBOOKSph20";"Moreau3170_GBOOKSph21";"precedence";"1"
"Moreau3170_GBOOKSph21";"Moreau3170_GBOOKSph22";"precedence";"1"
"Moreau3170_GBOOKSph22";"Moreau3170_GBOOKSph23";"precedence";"1"
"Moreau3170_GBOOKSph23";"Moreau3170_GBOOKSph24";"precedence";"1"
"Moreau3170_GBOOKSph24";"Moreau3170_GBOOKSph25";"precedence";"1"
"Moreau3170_GBOOKSph25";"Moreau3170_GBOOKSph26";"precedence";"1"
"Moreau3170_GBOOKSph26";"Moreau3170_GBOOKSph27";"precedence";"1"
"Moreau3170_GBOOKSph27";"Moreau3170_GBOOKSph28";"precedence";"1"
"Moreau3170_GBOOKSph28";"Moreau3170_GBOOKSph29";"precedence";"1"
"Moreau3170_GBOOKSph29";"Moreau3170_GBOOKSph30";"precedence";"1"
"Moreau3170_GBOOKSph30";"Moreau3170_GBOOKSph31";"precedence";"1"
"Moreau3170_GBOOKSph31";"Moreau3170_GBOOKSph32";"precedence";"1"
"Moreau3170_GBOOKSph32";"Moreau3170_GBOOKSph33";"precedence";"1"
"Moreau3170_GBOOKSph33";"Moreau3170_GBOOKSph34";"precedence";"1"
"Moreau3170_GBOOKSph34";"Moreau3170_GBOOKSph35";"precedence";"1"
"Moreau3170_GBOOKSph35";"Moreau3170_GBOOKSph36";"precedence";"1"
"Moreau3170_GBOOKSph36";"Moreau3170_GBOOKSph37";"precedence";"1"
"Moreau3170_GBOOKSph37";"Moreau3170_GBOOKSph38";"precedence";"1"
"Moreau3170_GBOOKSph38";"Moreau3170_GBOOKSph39";"precedence";"1"
"Moreau3170_GBOOKSph39";"Moreau3170_GBOOKSph40";"precedence";"1"
"Moreau3170_GBOOKSph40";"Moreau3170_GBOOKSph41";"precedence";"1"
"Moreau3170_GBOOKSph41";"Moreau3170_GBOOKSph42";"precedence";"1"
"Moreau3170_GBOOKSph42";"Moreau3170_GBOOKSph43";"precedence";"1"
"Moreau3170_GBOOKSph43";"Moreau3170_GBOOKSph44";"precedence";"1"
"Moreau3170_GBOOKSph44";"Moreau3170_GBOOKSph45";"precedence";"1"
"Moreau3170_GBOOKSph45";"Moreau3170_GBOOKSph46";"precedence";"1"
"Moreau3170_GBOOKSph46";"Moreau3170_GBOOKSph47";"precedence";"1"
"Moreau3170_GBOOKSph47";"Moreau3170_GBOOKSph48";"precedence";"1"
"Moreau3170_GBOOKSph48";"Moreau3170_GBOOKSph49";"precedence";"1"
"Moreau3170_GBOOKSph49";"Moreau3170_GBOOKSph50";"precedence";"1"
"Moreau3170_GBOOKSph50";"Moreau3170_GBOOKSph51";"precedence";"1"
"Moreau3170_GBOOKSph51";"Moreau3170_GBOOKSph52";"precedence";"1"
"Moreau3170_GBOOKSph52";"Moreau3170_GBOOKSph53";"precedence";"1"
"Moreau3170_GBOOKSph53";"Moreau3170_GBOOKSph54";"precedence";"1"
"Moreau3170_GBOOKSph54";"Moreau3170_GBOOKSph55";"precedence";"1"
"Moreau3170_GBOOKSph55";"Moreau3170_GBOOKSph56";"precedence";"1"
"Moreau3170_GBOOKSph56";"Moreau3170_GBOOKSph57";"precedence";"1"
"Moreau3170_GBOOKSph57";"Moreau3170_GBOOKSph58";"precedence";"1"
"Moreau3170_GBOOKSph58";"Moreau3170_GBOOKSph59";"precedence";"1"
"Moreau3170_GBOOKSph59";"Moreau3170_GBOOKSph60";"precedence";"1"
"Moreau3170_GBOOKSph60";"Moreau3170_GBOOKSph61";"precedence";"1"
"Moreau3170_GBOOKSph61";"Moreau3170_GBOOKSph62";"precedence";"1"
"Moreau3170_GBOOKSph62";"Moreau3170_GBOOKSph63";"precedence";"1"
"Moreau3170_GBOOKSph63";"Moreau3170_GBOOKSph64";"precedence";"1"
"Moreau3170_GBOOKSph64";"Moreau3170_GBOOKSph65";"precedence";"1"
"Moreau3170_GBOOKSph65";"Moreau3170_GBOOKSph66";"precedence";"1"
"Moreau3170_GBOOKSph66";"Moreau3170_GBOOKSph67";"precedence";"1"
"Moreau3170_GBOOKSph67";"Moreau3170_GBOOKSph68";"precedence";"1"
"Moreau3170_GBOOKSph68";"Moreau3170_GBOOKSph69";"precedence";"1"
"Moreau3170_GBOOKSph69";"Moreau3170_GBOOKSph70";"precedence";"1"
"Moreau3170_GBOOKSph70";"Moreau3170_GBOOKSph71";"precedence";"1"
"Moreau3170_GBOOKSph71";"Moreau3170_GBOOKSph72";"precedence";"1"
"Moreau3170_GBOOKSph72";"Moreau3170_GBOOKSph73";"precedence";"1"
"Moreau3125_GBOOKSph0";"Moreau3125_GBOOKSph1";"precedence";"1"
"Moreau3125_GBOOKSph1";"Moreau3125_GBOOKSph2";"precedence";"1"
"Moreau3125_GBOOKSph2";"Moreau3125_GBOOKSph3";"precedence";"1"
"Moreau3125_GBOOKSph3";"Moreau3125_GBOOKSph4";"precedence";"1"
"Moreau3125_GBOOKSph4";"Moreau3125_GBOOKSph5";"precedence";"1"
"Moreau3125_GBOOKSph5";"Moreau3125_GBOOKSph6";"precedence";"1"
"Moreau3125_GBOOKSph6";"Moreau3125_GBOOKSph7";"precedence";"1"
"Moreau3125_GBOOKSph7";"Moreau3125_GBOOKSph8";"precedence";"1"
"Moreau3125_GBOOKSph8";"Moreau3125_GBOOKSph9";"precedence";"1"
"Moreau3125_GBOOKSph9";"Moreau3125_GBOOKSph10";"precedence";"1"
"Moreau3125_GBOOKSph10";"Moreau3125_GBOOKSph11";"precedence";"1"
"Moreau3125_GBOOKSph11";"Moreau3125_GBOOKSph12";"precedence";"1"
