source;target;edge_type;weight
"Moreau2198_GBOOKSph26";"Moreau2198_GBOOKSph27";"precedence";"1"
"Moreau2198_GBOOKSph27";"Moreau2198_GBOOKSph28";"precedence";"1"
"Moreau2198_GBOOKSph28";"Moreau2198_GBOOKSph29";"precedence";"1"
"Moreau2198_GBOOKSph29";"Moreau2198_GBOOKSph30";"precedence";"1"
"Moreau2198_GBOOKSph30";"Moreau2198_GBOOKSph31";"precedence";"1"
"Moreau2198_GBOOKSph31";"Moreau2198_GBOOKSph32";"precedence";"1"
"Moreau2198_GBOOKSph32";"Moreau2198_GBOOKSph33";"precedence";"1"
"Moreau2198_GBOOKSph33";"Moreau2198_GBOOKSph34";"precedence";"1"
"Moreau2198_GBOOKSph34";"Moreau2198_GBOOKSph35";"precedence";"1"
"Moreau2198_GBOOKSph35";"Moreau2198_GBOOKSph36";"precedence";"1"
"Moreau2198_GBOOKSph36";"Moreau2198_GBOOKSph37";"precedence";"1"
"Moreau2198_GBOOKSph37";"Moreau2198_GBOOKSph38";"precedence";"1"
"Moreau2198_GBOOKSph38";"Moreau2198_GBOOKSph39";"precedence";"1"
"Moreau2198_GBOOKSph39";"Moreau2198_GBOOKSph40";"precedence";"1"
"Moreau2198_GBOOKSph40";"Moreau2198_GBOOKSph41";"precedence";"1"
"Moreau2198_GBOOKSph41";"Moreau2198_GBOOKSph42";"precedence";"1"
"Moreau2198_GBOOKSph42";"Moreau2198_GBOOKSph43";"precedence";"1"
"Moreau2198_GBOOKSph43";"Moreau2198_GBOOKSph44";"precedence";"1"
"Moreau2198_GBOOKSph44";"Moreau2198_GBOOKSph45";"precedence";"1"
"Moreau2198_GBOOKSph45";"Moreau2198_GBOOKSph46";"precedence";"1"
"Moreau2198_GBOOKSph46";"Moreau2198_GBOOKSph47";"precedence";"1"
"Moreau2198_GBOOKSph47";"Moreau2198_GBOOKSph48";"precedence";"1"
"Moreau2198_GBOOKSph48";"Moreau2198_GBOOKSph49";"precedence";"1"
"Moreau2198_GBOOKSph49";"Moreau2198_GBOOKSph50";"precedence";"1"
"Moreau2198_GBOOKSph50";"Moreau2198_GBOOKSph51";"precedence";"1"
"Moreau2198_GBOOKSph51";"Moreau2198_GBOOKSph52";"precedence";"1"
"Moreau2198_GBOOKSph52";"Moreau2198_GBOOKSph53";"precedence";"1"
"Moreau2198_GBOOKSph53";"Moreau2198_GBOOKSph54";"precedence";"1"
"Moreau2198_GBOOKSph54";"Moreau2198_GBOOKSph55";"precedence";"1"
"Moreau2198_GBOOKSph55";"Moreau2198_GBOOKSph56";"precedence";"1"
"Moreau2198_GBOOKSph56";"Moreau2198_GBOOKSph57";"precedence";"1"
"Moreau2198_GBOOKSph57";"Moreau2198_GBOOKSph58";"precedence";"1"
"Moreau2198_GBOOKSph58";"Moreau2198_GBOOKSph59";"precedence";"1"
"Moreau2198_GBOOKSph59";"Moreau2198_GBOOKSph60";"precedence";"1"
"Moreau2198_GBOOKSph60";"Moreau2198_GBOOKSph61";"precedence";"1"
"Moreau2198_GBOOKSph61";"Moreau2198_GBOOKSph62";"precedence";"1"
"Moreau2198_GBOOKSph62";"Moreau2198_GBOOKSph63";"precedence";"1"
"Moreau2198_GBOOKSph63";"Moreau2198_GBOOKSph64";"precedence";"1"
"Moreau2198_GBOOKSph64";"Moreau2198_GBOOKSph65";"precedence";"1"
"Moreau2198_GBOOKSph65";"Moreau2198_GBOOKSph66";"precedence";"1"
"Moreau2198_GBOOKSph66";"Moreau2198_GBOOKSph67";"precedence";"1"
"Moreau2198_GBOOKSph67";"Moreau2198_GBOOKSph68";"precedence";"1"
"Moreau2198_GBOOKSph68";"Moreau2198_GBOOKSph69";"precedence";"1"
"Moreau2198_GBOOKSph69";"Moreau2198_GBOOKSph70";"precedence";"1"
"Moreau2198_GBOOKSph70";"Moreau2198_GBOOKSph71";"precedence";"1"
"Moreau2198_GBOOKSph71";"Moreau2198_GBOOKSph72";"precedence";"1"
"Moreau2198_GBOOKSph72";"Moreau2198_GBOOKSph73";"precedence";"1"
"Moreau2198_GBOOKSph73";"Moreau2198_GBOOKSph74";"precedence";"1"
"Moreau2198_GBOOKSph74";"Moreau2198_GBOOKSph75";"precedence";"1"
"Moreau2198_GBOOKSph75";"Moreau2198_GBOOKSph76";"precedence";"1"
"Moreau2198_GBOOKSph76";"Moreau2198_GBOOKSph77";"precedence";"1"
"Moreau2198_GBOOKSph77";"Moreau2198_GBOOKSph78";"precedence";"1"
"Moreau2198_GBOOKSph78";"Moreau2198_GBOOKSph79";"precedence";"1"
"Moreau2198_GBOOKSph79";"Moreau2198_GBOOKSph80";"precedence";"1"
"Moreau2198_GBOOKSph80";"Moreau2198_GBOOKSph81";"precedence";"1"
"Moreau2198_GBOOKSph81";"Moreau2198_GBOOKSph82";"precedence";"1"
"Moreau2198_GBOOKSph82";"Moreau2198_GBOOKSph83";"precedence";"1"
"Moreau2198_GBOOKSph83";"Moreau2198_GBOOKSph84";"precedence";"1"
"Moreau2198_GBOOKSph84";"Moreau2198_GBOOKSph85";"precedence";"1"
"Moreau2198_GBOOKSph85";"Moreau2198_GBOOKSph86";"precedence";"1"
"Moreau2198_GBOOKSph86";"Moreau2198_GBOOKSph87";"precedence";"1"
"Moreau2198_GBOOKSph87";"Moreau2198_GBOOKSph88";"precedence";"1"
"Moreau2198_GBOOKSph88";"Moreau2198_GBOOKSph89";"precedence";"1"
"Moreau2198_GBOOKSph89";"Moreau2198_GBOOKSph90";"precedence";"1"
"Moreau2198_GBOOKSph90";"Moreau2198_GBOOKSph91";"precedence";"1"
"Moreau2198_GBOOKSph91";"Moreau2198_GBOOKSph92";"precedence";"1"
"Moreau2198_GBOOKSph92";"Moreau2198_GBOOKSph93";"precedence";"1"
"Moreau2198_GBOOKSph93";"Moreau2198_GBOOKSph94";"precedence";"1"
"Moreau2198_GBOOKSph94";"Moreau2198_GBOOKSph95";"precedence";"1"
"Moreau2198_GBOOKSph95";"Moreau2198_GBOOKSph96";"precedence";"1"
"Moreau2198_GBOOKSph96";"Moreau2198_GBOOKSph97";"precedence";"1"
"Moreau2198_GBOOKSph97";"Moreau2198_GBOOKSph98";"precedence";"1"
"Moreau2198_GBOOKSph98";"Moreau2198_GBOOKSph99";"precedence";"1"
"Moreau2198_GBOOKSph99";"Moreau2198_GBOOKSph100";"precedence";"1"
"Moreau2198_GBOOKSph100";"Moreau2198_GBOOKSph101";"precedence";"1"
"Moreau2198_GBOOKSph101";"Moreau2198_GBOOKSph102";"precedence";"1"
"Moreau2198_GBOOKSph102";"Moreau2198_GBOOKSph103";"precedence";"1"
"Moreau2198_GBOOKSph103";"Moreau2198_GBOOKSph104";"precedence";"1"
"Moreau2198_GBOOKSph104";"Moreau2198_GBOOKSph105";"precedence";"1"
"Moreau2198_GBOOKSph105";"Moreau2198_GBOOKSph106";"precedence";"1"
"Moreau2198_GBOOKSph106";"Moreau2198_GBOOKSph107";"precedence";"1"
"Moreau2198_GBOOKSph107";"Moreau2198_GBOOKSph108";"precedence";"1"
"Moreau2198_GBOOKSph108";"Moreau2198_GBOOKSph109";"precedence";"1"
"Moreau2198_GBOOKSph109";"Moreau2198_GBOOKSph110";"precedence";"1"
"Moreau2198_GBOOKSph110";"Moreau2198_GBOOKSph111";"precedence";"1"
"Moreau2198_GBOOKSph111";"Moreau2198_GBOOKSph112";"precedence";"1"
"Moreau2198_GBOOKSph112";"Moreau2198_GBOOKSph113";"precedence";"1"
"Moreau2198_GBOOKSph113";"Moreau2198_GBOOKSph114";"precedence";"1"
"Moreau2198_GBOOKSph114";"Moreau2198_GBOOKSph115";"precedence";"1"
"Moreau2198_GBOOKSph115";"Moreau2198_GBOOKSph116";"precedence";"1"
"Moreau2198_GBOOKSph116";"Moreau2198_GBOOKSph117";"precedence";"1"
"Moreau2198_GBOOKSph117";"Moreau2198_GBOOKSph118";"precedence";"1"
"Moreau2198_GBOOKSph118";"Moreau2198_GBOOKSph119";"precedence";"1"
"Moreau2198_GBOOKSph119";"Moreau2198_GBOOKSph120";"precedence";"1"
"Moreau2198_GBOOKSph120";"Moreau2198_GBOOKSph121";"precedence";"1"
"Moreau2198_GBOOKSph121";"Moreau2198_GBOOKSph122";"precedence";"1"
"Moreau2198_GBOOKSph122";"Moreau2198_GBOOKSph123";"precedence";"1"
"Moreau2198_GBOOKSph123";"Moreau2198_GBOOKSph124";"precedence";"1"
"Moreau2198_GBOOKSph124";"Moreau2198_GBOOKSph125";"precedence";"1"
"Moreau2198_GBOOKSph125";"Moreau2198_GBOOKSph126";"precedence";"1"
"Moreau2198_GBOOKSph126";"Moreau2198_GBOOKSph127";"precedence";"1"
"Moreau2198_GBOOKSph127";"Moreau2198_GBOOKSph128";"precedence";"1"
"Moreau2198_GBOOKSph128";"Moreau2198_GBOOKSph129";"precedence";"1"
"Moreau2198_GBOOKSph129";"Moreau2198_GBOOKSph130";"precedence";"1"
"Moreau2198_GBOOKSph130";"Moreau2198_GBOOKSph131";"precedence";"1"
"Moreau2198_GBOOKSph131";"Moreau2198_GBOOKSph132";"precedence";"1"
"Moreau2198_GBOOKSph132";"Moreau2198_GBOOKSph133";"precedence";"1"
"Moreau2198_GBOOKSph133";"Moreau2198_GBOOKSph134";"precedence";"1"
"Moreau2198_GBOOKSph134";"Moreau2198_GBOOKSph135";"precedence";"1"
"Moreau2198_GBOOKSph135";"Moreau2198_GBOOKSph136";"precedence";"1"
"Moreau2198_GBOOKSph136";"Moreau2198_GBOOKSph137";"precedence";"1"
"Moreau2198_GBOOKSph137";"Moreau2198_GBOOKSph138";"precedence";"1"
"Moreau2198_GBOOKSph138";"Moreau2198_GBOOKSph139";"precedence";"1"
"Moreau2198_GBOOKSph139";"Moreau2198_GBOOKSph140";"precedence";"1"
"Moreau2198_GBOOKSph140";"Moreau2198_GBOOKSph141";"precedence";"1"
"Moreau2198_GBOOKSph141";"Moreau2198_GBOOKSph142";"precedence";"1"
"Moreau2198_GBOOKSph142";"Moreau2198_GBOOKSph143";"precedence";"1"
"Moreau2198_GBOOKSph143";"Moreau2198_GBOOKSph144";"precedence";"1"
"Moreau2198_GBOOKSph144";"Moreau2198_GBOOKSph145";"precedence";"1"
"Moreau2198_GBOOKSph145";"Moreau2198_GBOOKSph146";"precedence";"1"
"Moreau2198_GBOOKSph146";"Moreau2198_GBOOKSph147";"precedence";"1"
"Moreau2198_GBOOKSph147";"Moreau2198_GBOOKSph148";"precedence";"1"
"Moreau2198_GBOOKSph148";"Moreau2198_GBOOKSph149";"precedence";"1"
"Moreau2198_GBOOKSph149";"Moreau2198_GBOOKSph150";"precedence";"1"
"Moreau2198_GBOOKSph150";"Moreau2198_GBOOKSph151";"precedence";"1"
"Moreau2198_GBOOKSph151";"Moreau2198_GBOOKSph152";"precedence";"1"
"Moreau2198_GBOOKSph152";"Moreau2198_GBOOKSph153";"precedence";"1"
"Moreau2198_GBOOKSph153";"Moreau2198_GBOOKSph154";"precedence";"1"
"Moreau2198_GBOOKSph154";"Moreau2198_GBOOKSph155";"precedence";"1"
"Moreau2198_GBOOKSph155";"Moreau2198_GBOOKSph156";"precedence";"1"
"Moreau2198_GBOOKSph156";"Moreau2198_GBOOKSph157";"precedence";"1"
"Moreau2198_GBOOKSph157";"Moreau2198_GBOOKSph158";"precedence";"1"
"Moreau2198_GBOOKSph158";"Moreau2198_GBOOKSph159";"precedence";"1"
"Moreau2198_GBOOKSph159";"Moreau2198_GBOOKSph160";"precedence";"1"
"Moreau2198_GBOOKSph160";"Moreau2198_GBOOKSph161";"precedence";"1"
"Moreau2198_GBOOKSph161";"Moreau2198_GBOOKSph162";"precedence";"1"
"Moreau2198_GBOOKSph162";"Moreau2198_GBOOKSph163";"precedence";"1"
"Moreau2198_GBOOKSph163";"Moreau2198_GBOOKSph164";"precedence";"1"
"Moreau2198_GBOOKSph164";"Moreau2198_GBOOKSph165";"precedence";"1"
"Moreau2198_GBOOKSph165";"Moreau2198_GBOOKSph166";"precedence";"1"
"Moreau2198_GBOOKSph166";"Moreau2198_GBOOKSph167";"precedence";"1"
"Moreau2198_GBOOKSph167";"Moreau2198_GBOOKSph168";"precedence";"1"
"Moreau2198_GBOOKSph168";"Moreau2198_GBOOKSph169";"precedence";"1"
"Moreau2198_GBOOKSph169";"Moreau2198_GBOOKSph170";"precedence";"1"
"Moreau2198_GBOOKSph170";"Moreau2198_GBOOKSph171";"precedence";"1"
"Moreau2198_GBOOKSph171";"Moreau2198_GBOOKSph172";"precedence";"1"
"Moreau2198_GBOOKSph172";"Moreau2198_GBOOKSph173";"precedence";"1"
"Moreau2198_GBOOKSph173";"Moreau2198_GBOOKSph174";"precedence";"1"
"Moreau2198_GBOOKSph174";"Moreau2198_GBOOKSph175";"precedence";"1"
"Moreau2198_GBOOKSph175";"Moreau2198_GBOOKSph176";"precedence";"1"
"Moreau2198_GBOOKSph176";"Moreau2198_GBOOKSph177";"precedence";"1"
"Moreau2198_GBOOKSph177";"Moreau2198_GBOOKSph178";"precedence";"1"
"Moreau2198_GBOOKSph178";"Moreau2198_GBOOKSph179";"precedence";"1"
"Moreau2198_GBOOKSph179";"Moreau2198_GBOOKSph180";"precedence";"1"
"Moreau2198_GBOOKSph180";"Moreau2198_GBOOKSph181";"precedence";"1"
"Moreau2198_GBOOKSph181";"Moreau2198_GBOOKSph182";"precedence";"1"
"Moreau2198_GBOOKSph182";"Moreau2198_GBOOKSph183";"precedence";"1"
"Moreau2198_GBOOKSph183";"Moreau2198_GBOOKSph184";"precedence";"1"
"Moreau2198_GBOOKSph184";"Moreau2198_GBOOKSph185";"precedence";"1"
"Moreau2198_GBOOKSph185";"Moreau2198_GBOOKSph186";"precedence";"1"
"Moreau2198_GBOOKSph186";"Moreau2198_GBOOKSph187";"precedence";"1"
"Moreau2198_GBOOKSph187";"Moreau2198_GBOOKSph188";"precedence";"1"
"Moreau2198_GBOOKSph188";"Moreau2198_GBOOKSph189";"precedence";"1"
"Moreau2198_GBOOKSph189";"Moreau2198_GBOOKSph190";"precedence";"1"
"Moreau2198_GBOOKSph190";"Moreau2198_GBOOKSph191";"precedence";"1"
"Moreau2198_GBOOKSph191";"Moreau2198_GBOOKSph192";"precedence";"1"
"Moreau2198_GBOOKSph192";"Moreau2198_GBOOKSph193";"precedence";"1"
"Moreau2198_GBOOKSph193";"Moreau2198_GBOOKSph194";"precedence";"1"
"Moreau2198_GBOOKSph194";"Moreau2198_GBOOKSph195";"precedence";"1"
"Moreau2198_GBOOKSph195";"Moreau2198_GBOOKSph196";"precedence";"1"
"Moreau2198_GBOOKSph196";"Moreau2198_GBOOKSph197";"precedence";"1"
"Moreau2198_GBOOKSph197";"Moreau2198_GBOOKSph198";"precedence";"1"
"Moreau2198_GBOOKSph198";"Moreau2198_GBOOKSph199";"precedence";"1"
"Moreau2198_GBOOKSph199";"Moreau2198_GBOOKSph200";"precedence";"1"
"Moreau2198_GBOOKSph200";"Moreau2198_GBOOKSph201";"precedence";"1"
"Moreau2198_GBOOKSph201";"Moreau2198_GBOOKSph202";"precedence";"1"
"Moreau2198_GBOOKSph202";"Moreau2198_GBOOKSph203";"precedence";"1"
"Moreau2198_GBOOKSph203";"Moreau2198_GBOOKSph204";"precedence";"1"
"Moreau2198_GBOOKSph204";"Moreau2198_GBOOKSph205";"precedence";"1"
"Moreau2198_GBOOKSph205";"Moreau2198_GBOOKSph206";"precedence";"1"
"Moreau2198_GBOOKSph206";"Moreau2198_GBOOKSph207";"precedence";"1"
"Moreau2198_GBOOKSph207";"Moreau2198_GBOOKSph208";"precedence";"1"
"Moreau2198_GBOOKSph208";"Moreau2198_GBOOKSph209";"precedence";"1"
"Moreau2198_GBOOKSph209";"Moreau2198_GBOOKSph210";"precedence";"1"
"Moreau2198_GBOOKSph210";"Moreau2198_GBOOKSph211";"precedence";"1"
"Moreau2198_GBOOKSph211";"Moreau2198_GBOOKSph212";"precedence";"1"
"Moreau2198_GBOOKSph212";"Moreau2198_GBOOKSph213";"precedence";"1"
"Moreau2198_GBOOKSph213";"Moreau2198_GBOOKSph214";"precedence";"1"
"Moreau2198_GBOOKSph214";"Moreau2198_GBOOKSph215";"precedence";"1"
"Moreau2198_GBOOKSph215";"Moreau2198_GBOOKSph216";"precedence";"1"
"Moreau2198_GBOOKSph216";"Moreau2198_GBOOKSph217";"precedence";"1"
"Moreau2198_GBOOKSph217";"Moreau2198_GBOOKSph218";"precedence";"1"
"Moreau2198_GBOOKSph218";"Moreau2198_GBOOKSph219";"precedence";"1"
"Moreau2198_GBOOKSph219";"Moreau2198_GBOOKSph220";"precedence";"1"
"Moreau2198_GBOOKSph220";"Moreau2198_GBOOKSph221";"precedence";"1"
"Moreau2198_GBOOKSph221";"Moreau2198_GBOOKSph222";"precedence";"1"
"Moreau2198_GBOOKSph222";"Moreau2198_GBOOKSph223";"precedence";"1"
"Moreau2198_GBOOKSph223";"Moreau2198_GBOOKSph224";"precedence";"1"
"Moreau2198_GBOOKSph224";"Moreau2198_GBOOKSph225";"precedence";"1"
"Moreau2198_GBOOKSph225";"Moreau2198_GBOOKSph226";"precedence";"1"
"Moreau2198_GBOOKSph226";"Moreau2198_GBOOKSph227";"precedence";"1"
"Moreau2198_GBOOKSph227";"Moreau2198_GBOOKSph228";"precedence";"1"
"Moreau2198_GBOOKSph228";"Moreau2198_GBOOKSph229";"precedence";"1"
"Moreau2198_GBOOKSph229";"Moreau2198_GBOOKSph230";"precedence";"1"
"Moreau2198_GBOOKSph230";"Moreau2198_GBOOKSph231";"precedence";"1"
"Moreau2198_GBOOKSph231";"Moreau2198_GBOOKSph232";"precedence";"1"
"Moreau2198_GBOOKSph232";"Moreau2198_GBOOKSph233";"precedence";"1"
"Moreau2198_GBOOKSph233";"Moreau2198_GBOOKSph234";"precedence";"1"
"Moreau2198_GBOOKSph234";"Moreau2198_GBOOKSph235";"precedence";"1"
"Moreau2198_GBOOKSph235";"Moreau2198_GBOOKSph236";"precedence";"1"
"Moreau2198_GBOOKSph236";"Moreau2198_GBOOKSph237";"precedence";"1"
"Moreau2198_GBOOKSph237";"Moreau2198_GBOOKSph238";"precedence";"1"
"Moreau2198_GBOOKSph238";"Moreau2198_GBOOKSph239";"precedence";"1"
"Moreau2198_GBOOKSph239";"Moreau2198_GBOOKSph240";"precedence";"1"
"Moreau2198_GBOOKSph240";"Moreau2198_GBOOKSph241";"precedence";"1"
"Moreau2198_GBOOKSph241";"Moreau2198_GBOOKSph242";"precedence";"1"
"Moreau2198_GBOOKSph242";"Moreau2198_GBOOKSph243";"precedence";"1"
"Moreau2198_GBOOKSph243";"Moreau2198_GBOOKSph244";"precedence";"1"
"Moreau2198_GBOOKSph244";"Moreau2198_GBOOKSph245";"precedence";"1"
"Moreau2198_GBOOKSph245";"Moreau2198_GBOOKSph246";"precedence";"1"
"Moreau2198_GBOOKSph246";"Moreau2198_GBOOKSph247";"precedence";"1"
"Moreau2198_GBOOKSph247";"Moreau2198_GBOOKSph248";"precedence";"1"
"Moreau2198_GBOOKSph248";"Moreau2198_GBOOKSph249";"precedence";"1"
"Moreau2198_GBOOKSph249";"Moreau2198_GBOOKSph250";"precedence";"1"
"Moreau2198_GBOOKSph250";"Moreau2198_GBOOKSph251";"precedence";"1"
"Moreau2198_GBOOKSph251";"Moreau2198_GBOOKSph252";"precedence";"1"
"Moreau2198_GBOOKSph252";"Moreau2198_GBOOKSph253";"precedence";"1"
"Moreau2198_GBOOKSph253";"Moreau2198_GBOOKSph254";"precedence";"1"
"Moreau2198_GBOOKSph254";"Moreau2198_GBOOKSph255";"precedence";"1"
"Moreau2198_GBOOKSph255";"Moreau2198_GBOOKSph256";"precedence";"1"
"Moreau2198_GBOOKSph256";"Moreau2198_GBOOKSph257";"precedence";"1"
"Moreau2198_GBOOKSph257";"Moreau2198_GBOOKSph258";"precedence";"1"
"Moreau2198_GBOOKSph258";"Moreau2198_GBOOKSph259";"precedence";"1"
"Moreau2198_GBOOKSph259";"Moreau2198_GBOOKSph260";"precedence";"1"
"Moreau2198_GBOOKSph260";"Moreau2198_GBOOKSph261";"precedence";"1"
"Moreau2198_GBOOKSph261";"Moreau2198_GBOOKSph262";"precedence";"1"
"Moreau2198_GBOOKSph262";"Moreau2198_GBOOKSph263";"precedence";"1"
"Moreau2198_GBOOKSph263";"Moreau2198_GBOOKSph264";"precedence";"1"
"Moreau2198_GBOOKSph264";"Moreau2198_GBOOKSph265";"precedence";"1"
"Moreau2198_GBOOKSph265";"Moreau2198_GBOOKSph266";"precedence";"1"
"Moreau2198_GBOOKSph266";"Moreau2198_GBOOKSph267";"precedence";"1"
"Moreau2198_GBOOKSph267";"Moreau2198_GBOOKSph268";"precedence";"1"
"Moreau2198_GBOOKSph268";"Moreau2198_GBOOKSph269";"precedence";"1"
"Moreau2198_GBOOKSph269";"Moreau2198_GBOOKSph270";"precedence";"1"
"Moreau2198_GBOOKSph270";"Moreau2198_GBOOKSph271";"precedence";"1"
"Moreau2198_GBOOKSph271";"Moreau2198_GBOOKSph272";"precedence";"1"
"Moreau2198_GBOOKSph272";"Moreau2198_GBOOKSph273";"precedence";"1"
"Moreau2198_GBOOKSph273";"Moreau2198_GBOOKSph274";"precedence";"1"
"Moreau2198_GBOOKSph274";"Moreau2198_GBOOKSph275";"precedence";"1"
"Moreau2198_GBOOKSph275";"Moreau2198_GBOOKSph276";"precedence";"1"
"Moreau2198_GBOOKSph276";"Moreau2198_GBOOKSph277";"precedence";"1"
"Moreau2198_GBOOKSph277";"Moreau2198_GBOOKSph278";"precedence";"1"
"Moreau2198_GBOOKSph278";"Moreau2198_GBOOKSph279";"precedence";"1"
"Moreau2198_GBOOKSph279";"Moreau2198_GBOOKSph280";"precedence";"1"
"Moreau2105_GBOOKSph0";"Moreau2105_GBOOKSph1";"precedence";"1"
"Moreau2105_GBOOKSph1";"Moreau2105_GBOOKSph2";"precedence";"1"
"Moreau2105_GBOOKSph2";"Moreau2105_GBOOKSph3";"precedence";"1"
"Moreau2105_GBOOKSph3";"Moreau2105_GBOOKSph4";"precedence";"1"
"Moreau2105_GBOOKSph4";"Moreau2105_GBOOKSph5";"precedence";"1"
"Moreau2105_GBOOKSph5";"Moreau2105_GBOOKSph6";"precedence";"1"
"Moreau2105_GBOOKSph6";"Moreau2105_GBOOKSph7";"precedence";"1"
"Moreau2105_GBOOKSph7";"Moreau2105_GBOOKSph8";"precedence";"1"
"Moreau2105_GBOOKSph8";"Moreau2105_GBOOKSph9";"precedence";"1"
"Moreau2105_GBOOKSph9";"Moreau2105_GBOOKSph10";"precedence";"1"
"Moreau2105_GBOOKSph10";"Moreau2105_GBOOKSph11";"precedence";"1"
"Moreau2105_GBOOKSph11";"Moreau2105_GBOOKSph12";"precedence";"1"
"Moreau2105_GBOOKSph12";"Moreau2105_GBOOKSph13";"precedence";"1"
"Moreau2105_GBOOKSph13";"Moreau2105_GBOOKSph14";"precedence";"1"
"Moreau2105_GBOOKSph14";"Moreau2105_GBOOKSph15";"precedence";"1"
"Moreau2105_GBOOKSph15";"Moreau2105_GBOOKSph16";"precedence";"1"
"Moreau2105_GBOOKSph16";"Moreau2105_GBOOKSph17";"precedence";"1"
"Moreau2169_GBOOKSph0";"Moreau2169_GBOOKSph1";"precedence";"1"
"Moreau2169_GBOOKSph1";"Moreau2169_GBOOKSph2";"precedence";"1"
"Moreau2169_GBOOKSph2";"Moreau2169_GBOOKSph3";"precedence";"1"
"Moreau2169_GBOOKSph3";"Moreau2169_GBOOKSph4";"precedence";"1"
"Moreau2169_GBOOKSph4";"Moreau2169_GBOOKSph5";"precedence";"1"
"Moreau2169_GBOOKSph5";"Moreau2169_GBOOKSph6";"precedence";"1"
"Moreau2169_GBOOKSph6";"Moreau2169_GBOOKSph7";"precedence";"1"
"Moreau2169_GBOOKSph7";"Moreau2169_GBOOKSph8";"precedence";"1"
"Moreau2169_GBOOKSph8";"Moreau2169_GBOOKSph9";"precedence";"1"
"Moreau2200_GBOOKSph0";"Moreau2200_GBOOKSph1";"precedence";"1"
"Moreau2200_GBOOKSph1";"Moreau2200_GBOOKSph2";"precedence";"1"
"Moreau2200_GBOOKSph2";"Moreau2200_GBOOKSph3";"precedence";"1"
"Moreau2200_GBOOKSph3";"Moreau2200_GBOOKSph4";"precedence";"1"
"Moreau2200_GBOOKSph4";"Moreau2200_GBOOKSph5";"precedence";"1"
"Moreau2200_GBOOKSph5";"Moreau2200_GBOOKSph6";"precedence";"1"
"Moreau2200_GBOOKSph6";"Moreau2200_GBOOKSph7";"precedence";"1"
"Moreau2200_GBOOKSph7";"Moreau2200_GBOOKSph8";"precedence";"1"
"Moreau2200_GBOOKSph8";"Moreau2200_GBOOKSph9";"precedence";"1"
"Moreau2200_GBOOKSph9";"Moreau2200_GBOOKSph10";"precedence";"1"
"Moreau2200_GBOOKSph10";"Moreau2200_GBOOKSph11";"precedence";"1"
"Moreau2200_GBOOKSph11";"Moreau2200_GBOOKSph12";"precedence";"1"
"Moreau2200_GBOOKSph12";"Moreau2200_GBOOKSph13";"precedence";"1"
"Moreau2200_GBOOKSph13";"Moreau2200_GBOOKSph14";"precedence";"1"
"Moreau2200_GBOOKSph14";"Moreau2200_GBOOKSph15";"precedence";"1"
"Moreau2200_GBOOKSph15";"Moreau2200_GBOOKSph16";"precedence";"1"
"Moreau2200_GBOOKSph16";"Moreau2200_GBOOKSph17";"precedence";"1"
"Moreau2200_GBOOKSph17";"Moreau2200_GBOOKSph18";"precedence";"1"
"Moreau2200_GBOOKSph18";"Moreau2200_GBOOKSph19";"precedence";"1"
"Moreau2200_GBOOKSph19";"Moreau2200_GBOOKSph20";"precedence";"1"
"Moreau2200_GBOOKSph20";"Moreau2200_GBOOKSph21";"precedence";"1"
"Moreau2200_GBOOKSph21";"Moreau2200_GBOOKSph22";"precedence";"1"
"Moreau2200_GBOOKSph22";"Moreau2200_GBOOKSph23";"precedence";"1"
"Moreau2200_GBOOKSph23";"Moreau2200_GBOOKSph24";"precedence";"1"
"Moreau2200_GBOOKSph24";"Moreau2200_GBOOKSph25";"precedence";"1"
"Moreau2200_GBOOKSph25";"Moreau2200_GBOOKSph26";"precedence";"1"
"Moreau2200_GBOOKSph26";"Moreau2200_GBOOKSph27";"precedence";"1"
"Moreau2200_GBOOKSph27";"Moreau2200_GBOOKSph28";"precedence";"1"
"Moreau2200_GBOOKSph28";"Moreau2200_GBOOKSph29";"precedence";"1"
"Moreau2200_GBOOKSph29";"Moreau2200_GBOOKSph30";"precedence";"1"
"Moreau2200_GBOOKSph30";"Moreau2200_GBOOKSph31";"precedence";"1"
"Moreau2200_GBOOKSph31";"Moreau2200_GBOOKSph32";"precedence";"1"
"Moreau2200_GBOOKSph32";"Moreau2200_GBOOKSph33";"precedence";"1"
"Moreau2200_GBOOKSph33";"Moreau2200_GBOOKSph34";"precedence";"1"
"Moreau2200_GBOOKSph34";"Moreau2200_GBOOKSph35";"precedence";"1"
"Moreau2200_GBOOKSph35";"Moreau2200_GBOOKSph36";"precedence";"1"
"Moreau2200_GBOOKSph36";"Moreau2200_GBOOKSph37";"precedence";"1"
"Moreau2200_GBOOKSph37";"Moreau2200_GBOOKSph38";"precedence";"1"
"Moreau2200_GBOOKSph38";"Moreau2200_GBOOKSph39";"precedence";"1"
"Moreau2200_GBOOKSph39";"Moreau2200_GBOOKSph40";"precedence";"1"
"Moreau2200_GBOOKSph40";"Moreau2200_GBOOKSph41";"precedence";"1"
"Moreau2200_GBOOKSph41";"Moreau2200_GBOOKSph42";"precedence";"1"
"Moreau2200_GBOOKSph42";"Moreau2200_GBOOKSph43";"precedence";"1"
"Moreau2200_GBOOKSph43";"Moreau2200_GBOOKSph44";"precedence";"1"
"Moreau2200_GBOOKSph44";"Moreau2200_GBOOKSph45";"precedence";"1"
