real_text;created_at;from_user_name;sha1;category;average_hash;image
"RT @Kontre_Kulture: L'#illustration du jour ✏ 

👉L'ALMANACH POUR TOUS - VOLUME 5 (2017-2018) 
https://t.co/a5PgmxbzpF
#GPA #LREM #societe h…";2019-11-13 14:35:04;VincentDAlessa3;7e219bf657845fcc1cedfdf614d4b3ad512d36b8;shopping_kart_baby;ffff97140505ffff;https://ceres.huma-num.fr/images/marchandisation/7e219bf657845fcc1cedfdf614d4b3ad512d36b8.jpg
"RT @Kontre_Kulture: L'#illustration du jour ✏ 

👉L'ALMANACH POUR TOUS - VOLUME 5 (2017-2018) 
https://t.co/a5PgmxbzpF
#GPA #LREM #societe h…";2019-11-13 09:55:37;jwanayamijnouna;7e219bf657845fcc1cedfdf614d4b3ad512d36b8;shopping_kart_baby;ffff97140505ffff;https://ceres.huma-num.fr/images/marchandisation/7e219bf657845fcc1cedfdf614d4b3ad512d36b8.jpg
"RT @Kontre_Kulture: L'#illustration du jour ✏ 

👉L'ALMANACH POUR TOUS - VOLUME 5 (2017-2018) 
https://t.co/a5PgmxbzpF
#GPA #LREM #societe h…";2019-11-19 04:36:02;OnNaQuUneMaman;7e219bf657845fcc1cedfdf614d4b3ad512d36b8;shopping_kart_baby;ffff97140505ffff;https://ceres.huma-num.fr/images/marchandisation/7e219bf657845fcc1cedfdf614d4b3ad512d36b8.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 14:53:17;Irishprolifer;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 14:05:03;turenne1611;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 16:29:59;GuilhanduVP;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 15:04:38;lmpt63;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 15:36:25;Etienne_Muller_;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 15:54:05;kzaty;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 15:19:34;Chacha78180;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-11 16:17:50;LilliCapucine;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 18:50:15;Mazenod10;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-10 23:54:50;KRUIJTL;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-11 12:07:38;ManifPourTous60;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-11 13:16:37;Hervemanche;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-12 09:39:20;manifpourtous22;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-11 19:02:41;vaubandaniel;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-15 20:13:00;SylvieJaudon;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
RT @LaManifPourTous: #MarchonsEnfants à #ClermontFerrand : Toutes les études d’opinion qui posent la question de l’enfant, premier concerné…;2020-10-24 21:21:33;jmonclas;8d491030a001e15247ea6c85ec525df03881a1cd;shopping_kart_baby;3f0f0800009f3f1f;https://ceres.huma-num.fr/images/marchandisation/8d491030a001e15247ea6c85ec525df03881a1cd.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 16:35:10;JacquesRobidel;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 16:12:58;elleaime53;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 19:28:41;krunch_fr;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 19:17:34;Enfantdabord2;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 15:04:45;Zazie49;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"#Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfants https://t.co/uWpaJQe2s2";2020-03-08 14:37:52;LaManifPourTous;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 14:39:04;albdmt;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 14:51:34;cervier2;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 15:01:20;ManifPourTous49;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 14:38:21;remseeks;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 14:42:59;noe22349;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 14:43:18;LeonTologue;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 14:43:29;mplecat22;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 14:48:06;VotezPoisson;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 15:16:04;eliot_meredith;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 15:15:01;miss7terre;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @LaManifPourTous: #Ludo : ""Il faut par conséquent retirer le projet de loi dit de #bioéthique"". #8Mars #GPA #PMAsansPère #MarchonsEnfant…";2020-03-08 15:07:03;fidegarne;d73240153adfdefa4edd8e47d3141a2a1dd5d796;shopping_kart_baby;7f3f7ffe00a461b8;https://ceres.huma-num.fr/images/marchandisation/d73240153adfdefa4edd8e47d3141a2a1dd5d796.jpg
"RT @salefran: Autres photos Action des Mariannes de #MarchonsEnfants devant @AssembleeNat
#8Mars #JourneeInternationaleDesDroitsDesFemmes #…";2020-03-09 07:19:02;noe22349;8f867f320efd20ff4d6bb1aa96619c212ef9d11b;shopping_kart_baby;78f8fefcf0000000;https://ceres.huma-num.fr/images/marchandisation/8f867f320efd20ff4d6bb1aa96619c212ef9d11b.jpg
"RT @salefran: Autres photos Action des Mariannes de #MarchonsEnfants devant @AssembleeNat
#8Mars #JourneeInternationaleDesDroitsDesFemmes #…";2020-03-10 05:12:23;OnNaQuUneMaman;8f867f320efd20ff4d6bb1aa96619c212ef9d11b;shopping_kart_baby;78f8fefcf0000000;https://ceres.huma-num.fr/images/marchandisation/8f867f320efd20ff4d6bb1aa96619c212ef9d11b.jpg
A Angers, @LaManifPourTous se remobilise. A l'approche de l'examen au sénat du projet de loi de bioéthique #PMA, les jeunes de la @ManifPourTous49 déploient leur drapeau géant sur l'esplanade devant le tribunal d' #Angers https://t.co/zi8QC2g2q1;2021-01-09 15:16:24;RCFANJOU;75f03cd1f28f839a9160716bb06a1dfe4873f94a;shopping_kart_baby;fffdfbe302000000;https://ceres.huma-num.fr/images/marchandisation/75f03cd1f28f839a9160716bb06a1dfe4873f94a.jpg
"#WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio, ni éthique.
Le progrès, c’est le RETRAIT ! https://t.co/vpoeCVJqwz";2020-03-08 21:57:07;Enfantdabord2;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio,…";2020-03-08 22:35:59;HyacintheClair;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio,…";2020-03-09 06:24:11;antoinne92;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio,…";2020-03-08 22:57:49;Carrionnat;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio,…";2020-03-08 23:34:00;Celesthein;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio,…";2020-03-09 05:48:39;3Genevieve;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio,…";2020-03-09 05:53:17;2972jojo;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #MarchonsEnfants 
Exigeons le RETRAIT du #PJL #Bioethique : ni bio, ni éthique

#WomensDay @CNNFrancePR https://t.co/z71…";2020-03-09 05:53:46;Enfantdabord2;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #MarchonsEnfants 
Exigeons le RETRAIT du #PJL #Bioethique : ni bio, ni éthique

#WomensDay @CNNFrancePR https://t.co/z71…";2020-03-09 06:30:05;antoinne92;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #MarchonsEnfants 
Exigeons le RETRAIT du #PJL #Bioethique : ni bio, ni éthique

#WomensDay @CNNFrancePR https://t.co/z71…";2020-03-09 07:43:40;ManifPourTous49;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #WomensDay 
Pas à louer !
Ni pour 1h,
Ni pour 9 mois !

NON à la #GPA,
donc NON à la #PMAsansPere.
#Bioethique ? Ni bio,…";2020-03-09 06:49:45;Ogorodnaya;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
"RT @Enfantdabord2: #MarchonsEnfants 
Exigeons le RETRAIT du #PJL #Bioethique : ni bio, ni éthique

#WomensDay @CNNFrancePR https://t.co/z71…";2020-03-10 05:07:36;OnNaQuUneMaman;a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f;shopping_kart_baby;7c7f7f0001169ebc;https://ceres.huma-num.fr/images/marchandisation/a25b346e47d5bb16aed07e1ebdf05cb88ce8ad5f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:11:21;OFrancois60200;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:03:52;geisha8392;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 15:59:23;Eperviet;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:03:45;guyderosnay;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:14:08;ManifPourTous60;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:23:55;JacquesRobidel;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:28:32;mej31600;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:26:05;KD4ui_QTi0b;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:48:55;Bosco3869;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:48:24;DaViciDaVici;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 16:51:28;rc37000;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 18:18:43;ManifPourTous89;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 17:19:57;Auded6;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 17:25:38;monde_madame;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 18:43:59;reinedetrianon;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 15:09:18;_SkyFan;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 19:44:31;gabigdf;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
RT @LaManifPourTous: Face à l'@AssembleeNat on ne lâche rien ! #8Mars #MarchonsEnfants #GPA #PMAsansPère https://t.co/JkdJiXrdJi;2020-03-08 19:59:18;mh_flo;9bbab19f349752ed616c86c870876b48fecab68f;shopping_kart_baby;c3001c0efffff000;https://ceres.huma-num.fr/images/marchandisation/9bbab19f349752ed616c86c870876b48fecab68f.jpg
