Source;Target;TypeLien;Weight
AudeMirkovic;y_a_de_la_Joie_;Partage;10
RichardHilton15;AudeMirkovic;Partage;10
albdmt;RichardHilton15;Partage;10
albdmt;AlexandreGTKS;Follow;0.1
albdmt;MeeschaertL;Follow;0.1
albdmt;larochebaptiste;Follow;0.1
albdmt;victorchabert1;Follow;0.1
albdmt;MeldenerVictor;Follow;0.1
albdmt;YvarsPatrick;Follow;0.1
albdmt;Reconquete_Actu;Follow;0.1
albdmt;GagnieuHugo;Follow;0.1
albdmt;renaissancePaca;Follow;0.1
albdmt;ClemdeLongraye;Follow;0.1
albdmt;cestmoitim;Follow;0.1
albdmt;OuvryDiane;Follow;0.1
albdmt;BdelaChesnais;Follow;0.1
albdmt;PatrioteEngager;Follow;0.1
albdmt;Erwan_btd_972;Follow;0.1
albdmt;ChristelleMeral;Follow;0.1
albdmt;philippeizraele;Follow;0.1
albdmt;Fleroy64;Follow;0.1
albdmt;SouchonPaul;Follow;0.1
albdmt;G_Peltier;Follow;0.1
albdmt;Bruno_Attal_;Follow;0.1
albdmt;MatthDes;Follow;0.1
albdmt;FDOZemmour;Follow;0.1
albdmt;Reconquete_off;Follow;0.1
albdmt;tanguy_france;Follow;0.1
albdmt;ConseilDenc;Follow;0.1
albdmt;GarenShn;Follow;0.1
albdmt;SaphoraSmith;Follow;0.1
albdmt;GauthierBret;Follow;0.1
albdmt;L_heguiaphal;Follow;0.1
albdmt;lea_demirdjian;Follow;0.1
albdmt;Livrenoirmedia;Follow;0.1
albdmt;LaCroix;Follow;0.1
albdmt;DamienRieu;Follow;0.1
albdmt;NelsonGetten;Follow;0.1
albdmt;LudovicaGiobbe;Follow;0.1
albdmt;jeromebesnard;Follow;0.1
albdmt;FemmesZemmour;Follow;0.1
albdmt;JulesTorres17;Follow;0.1
albdmt;KatalinNovakMP;Follow;0.1
albdmt;AntoineDiers;Follow;0.1
albdmt;Louis_Morin;Follow;0.1
albdmt;stanislasrig;Follow;0.1
albdmt;GenerationZ_off;Follow;0.1
albdmt;gononguillermas;Follow;0.1
albdmt;UbOliver;Follow;0.1
albdmt;2emehussards;Follow;0.1
albdmt;knafo_sarah;Follow;0.1
albdmt;ZemmourEric;Follow;0.1
albdmt;LesZemmour;Follow;0.1
albdmt;vfahandezh;Follow;0.1
albdmt;arnoboutheon;Follow;0.1
albdmt;B_Duchatelet;Follow;0.1
albdmt;CerclePouchkine;Follow;0.1
albdmt;LaUne_tv;Follow;0.1
albdmt;MgrDenisMOUTEL;Follow;0.1
albdmt;chdemeyer;Follow;0.1
albdmt;MonnierThibaut;Follow;0.1
albdmt;DubiefMarc;Follow;0.1
albdmt;DiBrunel;Follow;0.1
albdmt;DIVIZIO1;Follow;0.1
albdmt;AdePuyfontaine;Follow;0.1
albdmt;heloise_dn;Follow;0.1
albdmt;pierremarieseve;Follow;0.1
albdmt;cdll_esm;Follow;0.1
albdmt;antoine27955080;Follow;0.1
albdmt;SDECREPS;Follow;0.1
albdmt;PereTeixeira;Follow;0.1
albdmt;ChdOrnellas;Follow;0.1
albdmt;AmauryBucco;Follow;0.1
albdmt;PLebeault;Follow;0.1
albdmt;VASSEURARNAUD;Follow;0.1
albdmt;PompiersParis;Follow;0.1
albdmt;Philippe_Goujon;Follow;0.1
albdmt;PaulSugy;Follow;0.1
albdmt;LaurentFremnt;Follow;0.1
albdmt;phfouchier;Follow;0.1
albdmt;AlexDevecchio;Follow;0.1
albdmt;yannick_yannic1;Follow;0.1
albdmt;sara_canals;Follow;0.1
albdmt;spilard;Follow;0.1
albdmt;bretonxavier;Follow;0.1
albdmt;LaPoitou;Follow;0.1
albdmt;duisimbekova;Follow;0.1
albdmt;abbechartier;Follow;0.1
albdmt;Europe1;Follow;0.1
albdmt;IamBarbaraKlein;Follow;0.1
albdmt;AdrienBaget;Follow;0.1
albdmt;cleliemathias;Follow;0.1
albdmt;Sfaxi_Sami;Follow;0.1
albdmt;BernardThellier;Follow;0.1
albdmt;GeorgesFENECH;Follow;0.1
albdmt;BrieucClr;Follow;0.1
albdmt;Jean_DAlbret;Follow;0.1
albdmt;BdeLapasse;Follow;0.1
albdmt;craffalli;Follow;0.1
albdmt;manifpourtous22;Follow;0.1
albdmt;LoysdeP;Follow;0.1
albdmt;GSacaze;Follow;0.1
albdmt;MdeMariePele;Follow;0.1
albdmt;JoThouvenel;Follow;0.1
albdmt;CBernardins;Follow;0.1
albdmt;lmpt63;Follow;0.1
albdmt;fdevoyer;Follow;0.1
albdmt;galon7733;Follow;0.1
albdmt;__Lenzz__;Follow;0.1
albdmt;MgrMRouge;Follow;0.1
albdmt;VilleduChesnayR;Follow;0.1
albdmt;InesDeRaguenel;Follow;0.1
albdmt;BernardEmie;Follow;0.1
albdmt;Antho_Repartie;Follow;0.1
albdmt;voguereader;Follow;0.1
albdmt;francoisripart;Follow;0.1
albdmt;RaphaelleVrt;Follow;0.1
albdmt;TMesnier;Follow;0.1
albdmt;wabadoubi;Follow;0.1
albdmt;SaintPassy;Follow;0.1
albdmt;EnsCathoParis;Follow;0.1
albdmt;ArnauddeRCZ;Follow;0.1
albdmt;civimil;Follow;0.1
albdmt;HerveBerville;Follow;0.1
albdmt;philtcheng;Follow;0.1
albdmt;philippejuvin;Follow;0.1
albdmt;Gaelletique;Follow;0.1
albdmt;Zibuline7;Follow;0.1
albdmt;martelf;Follow;0.1
albdmt;LMVERON;Follow;0.1
albdmt;Florentine_Off;Follow;0.1
albdmt;bdemaistre;Follow;0.1
albdmt;Baudouin_wissel;Follow;0.1
albdmt;EnsCatho;Follow;0.1
albdmt;RonanPla;Follow;0.1
albdmt;Cbnt89;Follow;0.1
albdmt;mgrginoux;Follow;0.1
albdmt;HeleneRochefort;Follow;0.1
albdmt;pascalemorinie1;Follow;0.1
albdmt;VilledeGrenoble;Follow;0.1
albdmt;JCQDSE;Follow;0.1
albdmt;Johanna_Sibelle;Follow;0.1
albdmt;ThillAgnes;Follow;0.1
albdmt;benallaoff;Follow;0.1
albdmt;jean_lgp;Follow;0.1
albdmt;PThierryMagnin;Follow;0.1
albdmt;ACoffinier;Follow;0.1
albdmt;ConvDeLaDroite;Follow;0.1
albdmt;philippemarsset;Follow;0.1
albdmt;MontSavin;Follow;0.1
albdmt;J_Rodrigues_Off;Follow;0.1
albdmt;Trinaofficiel;Follow;0.1
albdmt;benedictelutaud;Follow;0.1
albdmt;dr_l_alexandre;Follow;0.1
albdmt;FrancoisBoulo;Follow;0.1
albdmt;kzaty;Follow;0.1
albdmt;MllerQuentin;Follow;0.1
albdmt;emilac7;Follow;0.1
albdmt;Hugoslav;Follow;0.1
albdmt;cpdh_eu;Follow;0.1
albdmt;CJuridiques;Follow;0.1
albdmt;NadiaDu57EtDu34;Follow;0.1
albdmt;tegnererik;Follow;0.1
albdmt;VSpilleboutSNCF;Follow;0.1
albdmt;anne_chain;Follow;0.1
albdmt;jhirel;Follow;0.1
albdmt;andoque_d;Follow;0.1
albdmt;vaticaniste;Follow;0.1
albdmt;OESSJFrance;Follow;0.1
albdmt;GoMesse_fr;Follow;0.1
albdmt;FondationEcole;Follow;0.1
albdmt;MgrMAillet;Follow;0.1
albdmt;AMizoard;Follow;0.1
albdmt;MgrDominiqueRey;Follow;0.1
albdmt;MgrXavierMALLE;Follow;0.1
albdmt;DevicFPE;Follow;0.1
albdmt;IRolland92;Follow;0.1
albdmt;fixou92;Follow;0.1
albdmt;xfedorova;Follow;0.1
albdmt;palais_au;Follow;0.1
albdmt;helo44400;Follow;0.1
albdmt;GaelNofri;Follow;0.1
albdmt;DidierMaisto;Follow;0.1
albdmt;LaurentLantieri;Follow;0.1
albdmt;Jmdumontet;Follow;0.1
albdmt;AdeNrmn;Follow;0.1
albdmt;DurochAuriane;Follow;0.1
albdmt;MargueriteScc;Follow;0.1
albdmt;tworuncity;Follow;0.1
albdmt;grebert;Follow;0.1
albdmt;Beauvau_Alerte;Follow;0.1
albdmt;lagrandecrypte;Follow;0.1
albdmt;TaranisNews;Follow;0.1
albdmt;JulietteAlpha17;Follow;0.1
albdmt;LisaConnan;Follow;0.1
albdmt;PCCB_Infos;Follow;0.1
albdmt;PLenFrance;Follow;0.1
albdmt;PitchouTacou;Follow;0.1
albdmt;abguillaumes;Follow;0.1
albdmt;Mgr_EMB;Follow;0.1
albdmt;NunezLaurent;Follow;0.1
albdmt;PierreLepel;Follow;0.1
albdmt;AlizaBinNoun;Follow;0.1
albdmt;PrinceAraucanie;Follow;0.1
albdmt;BSGchedeville;Follow;0.1
albdmt;lfontaine_off;Follow;0.1
albdmt;Thomas_LyonEst;Follow;0.1
albdmt;ArjPascal;Follow;0.1
albdmt;BalanceTonPost;Follow;0.1
albdmt;Cyrilhanouna;Follow;0.1
albdmt;airsvp;Follow;0.1
albdmt;MooreaLahalle;Follow;0.1
albdmt;MamanBCBG;Follow;0.1
albdmt;_GaetanBertrand;Follow;0.1
albdmt;diocese_Reims;Follow;0.1
albdmt;abbenico;Follow;0.1
albdmt;ANAKTnk;Follow;0.1
albdmt;LaZaab;Follow;0.1
albdmt;LeKouss;Follow;0.1
albdmt;EdouardTetreau;Follow;0.1
albdmt;Cdc_13eDBLE;Follow;0.1
albdmt;Chefdecorps3REI;Follow;0.1
albdmt;PMILOURDES;Follow;0.1
albdmt;SanctuRAlencon;Follow;0.1
albdmt;PhDavidMtb;Follow;0.1
albdmt;vueling;Follow;0.1
albdmt;B_Soubelet;Follow;0.1
albdmt;LouisDaufresne;Follow;0.1
albdmt;AlexMalafaye;Follow;0.1
albdmt;LaSaintCyrienne;Follow;0.1
albdmt;FondationStCyr;Follow;0.1
albdmt;pfpotez;Follow;0.1
albdmt;HogardJacques;Follow;0.1
albdmt;AymericPourbaix;Follow;0.1
albdmt;pmartinet1;Follow;0.1
albdmt;EmmanuelFaber;Follow;0.1
albdmt;FranceauVatican;Follow;0.1
albdmt;vvantighem;Follow;0.1
albdmt;legenie76;Follow;0.1
albdmt;ClaireCaralp;Follow;0.1
albdmt;LPRhauteloire;Follow;0.1
albdmt;agri_MRJC;Follow;0.1
albdmt;MRJC_com;Follow;0.1
albdmt;ChPiret;Follow;0.1
albdmt;tibomalandrin;Follow;0.1
albdmt;fitcops6;Follow;0.1
albdmt;CecilEven;Follow;0.1
albdmt;MichelAupetit;Follow;0.1
albdmt;SCdeMontmartre;Follow;0.1
albdmt;MatZagrodzki;Follow;0.1
albdmt;Doumic_Avocats;Follow;0.1
albdmt;RafikSmati;Follow;0.1
albdmt;auraneReihanian;Follow;0.1
albdmt;Le_CRIF;Follow;0.1
albdmt;fdelanouvelle;Follow;0.1
albdmt;HebrewU;Follow;0.1
albdmt;Milipol_Paris;Follow;0.1
albdmt;HydeNS33k;Follow;0.1
albdmt;DesportOfficiel;Follow;0.1
albdmt;S_Thomassin;Follow;0.1
albdmt;phdecuverville;Follow;0.1
albdmt;Sarran39;Follow;0.1
albdmt;Gouv_mili_Paris;Follow;0.1
albdmt;pma_gpa;Follow;0.1
albdmt;SmeurantL;Follow;0.1
albdmt;nd_croix;Follow;0.1
albdmt;ecoledeguerre;Follow;0.1
albdmt;EtatMajorFR;Follow;0.1
albdmt;armeedeterre;Follow;0.1
albdmt;LegionEtrangere;Follow;0.1
albdmt;Chefdecorps1REC;Follow;0.1
albdmt;8eRPIMaOfficiel;Follow;0.1
albdmt;CDC1REG;Follow;0.1
albdmt;2eEtranger;Follow;0.1
albdmt;Emmanuel_2_R;Follow;0.1
albdmt;PhilippeOswald;Follow;0.1
albdmt;antoine_marette;Follow;0.1
albdmt;abbedetanouarn;Follow;0.1
albdmt;fszpiner;Follow;0.1
albdmt;abcariot;Follow;0.1
albdmt;madamefox_;Follow;0.1
albdmt;RTenfrancais;Follow;0.1
albdmt;leJDD;Follow;0.1
albdmt;notredameparis;Follow;0.1
albdmt;annekeller2;Follow;0.1
albdmt;vincent_fauvel;Follow;0.1
albdmt;VNeymon;Follow;0.1
albdmt;enimar68;Follow;0.1
albdmt;giuliaevolvi;Follow;0.1
albdmt;_AgnesMarion;Follow;0.1
albdmt;PascalChassaing;Follow;0.1
albdmt;ArdinatGilles;Follow;0.1
albdmt;CdeLagarde;Follow;0.1
albdmt;LBDL_canal;Follow;0.1
albdmt;Guaino_Henri;Follow;0.1
albdmt;PierreLiscia;Follow;0.1
albdmt;BabetteDR;Follow;0.1
albdmt;eliasenahra;Follow;0.1
albdmt;ovial;Follow;0.1
albdmt;ANA_Jeunes;Follow;0.1
albdmt;Lescancre;Follow;0.1
albdmt;Boomerang2017;Follow;0.1
albdmt;S2Bentzmann;Follow;0.1
albdmt;guillaumethorel;Follow;0.1
albdmt;PascTournier;Follow;0.1
albdmt;MalixRoux;Follow;0.1
albdmt;C_Billan;Follow;0.1
albdmt;DarkCoinCoin;Follow;0.1
albdmt;CcileRe;Follow;0.1
albdmt;mldBrosses;Follow;0.1
albdmt;BdLVillardiere;Follow;0.1
albdmt;voscouleurs;Follow;0.1
albdmt;OKeranflech;Follow;0.1
albdmt;AnaisBordages;Follow;0.1
albdmt;mariekirschen;Follow;0.1
albdmt;salclure;Follow;0.1
albdmt;PJ_un_jour;Follow;0.1
albdmt;CMLDBS;Follow;0.1
albdmt;ActusNonStop;Follow;0.1
albdmt;LaBanquePostale;Follow;0.1
albdmt;ReserveMiliFR;Follow;0.1
albdmt;PhdeVilliers;Follow;0.1
albdmt;PuyduFou;Follow;0.1
albdmt;cortetpassy;Follow;0.1
albdmt;BenedicteCheron;Follow;0.1
albdmt;KarineDalle;Follow;0.1
albdmt;ericmestrallet;Follow;0.1
albdmt;Schwarzundgelb_;Follow;0.1
albdmt;Academie_Paris;Follow;0.1
albdmt;CDamaggio;Follow;0.1
albdmt;Valeurs;Follow;0.1
albdmt;bastien_lejeune;Follow;0.1
albdmt;NPOMMERET;Follow;0.1
albdmt;Eglisecatho;Follow;0.1
albdmt;ch_labarre;Follow;0.1
albdmt;ManifPartout;Follow;0.1
albdmt;avingttrois;Follow;0.1
albdmt;IsrafilElRafa;Follow;0.1
albdmt;MumDadandKids;Follow;0.1
albdmt;DariusBatar;Follow;0.1
albdmt;SainteTunique;Follow;0.1
albdmt;BlaiseElise;Follow;0.1
albdmt;parisevent;Follow;0.1
albdmt;jeanlouplacroix;Follow;0.1
albdmt;Lengadoc_Info;Follow;0.1
albdmt;abnj95;Follow;0.1
albdmt;antoinne92;Follow;0.1
albdmt;Alexandre1855;Follow;0.1
albdmt;carothiebaut;Follow;0.1
albdmt;demofueralle;Follow;0.1
albdmt;GhislaineGoudy;Follow;0.1
albdmt;HeloisedArtagn;Follow;0.1
albdmt;Pssshitt;Follow;0.1
albdmt;Bene2dinechin;Follow;0.1
albdmt;JackdEliz;Follow;0.1
albdmt;dianabrnv;Follow;0.1
albdmt;Doucefrance11;Follow;0.1
albdmt;Flore_dld;Follow;0.1
albdmt;jacopocoghe;Follow;0.1
albdmt;EuropePLM;Follow;0.1
albdmt;Xavier75;Follow;0.1
albdmt;combackteam;Follow;0.1
albdmt;OuchikhKarim;Follow;0.1
albdmt;On_lacherien;Follow;0.1
albdmt;remiclement_;Follow;0.1
albdmt;Foxity78;Follow;0.1
albdmt;CatherineGiner;Follow;0.1
albdmt;Institut_FetR;Follow;0.1
albdmt;vincechil;Follow;0.1
albdmt;JcBrisard;Follow;0.1
albdmt;paulgypteau;Follow;0.1
albdmt;Veilleursbeauv;Follow;0.1
albdmt;R_luc92;Follow;0.1
albdmt;FChretienne;Follow;0.1
albdmt;NoMaterTraffic;Follow;0.1
albdmt;padreblog;Follow;0.1
albdmt;vincemah;Follow;0.1
albdmt;jeanpierredenis;Follow;0.1
albdmt;BabeCamino;Follow;0.1
albdmt;ivandps;Follow;0.1
albdmt;CHSoPa;Follow;0.1
albdmt;AnaisCondomines;Follow;0.1
albdmt;vpecresse;Follow;0.1
albdmt;jjfoucher35;Follow;0.1
albdmt;MeudonL;Follow;0.1
albdmt;atala35;Follow;0.1
albdmt;PIGNEM;Follow;0.1
albdmt;Keu20Figuier;Follow;0.1
albdmt;louis_aliot;Follow;0.1
albdmt;JCMARTINEZFFS;Follow;0.1
albdmt;dlempereur;Follow;0.1
albdmt;LogeurDuDaesh;Follow;0.1
albdmt;gilet_jauni;Follow;0.1
albdmt;MontbrialAvocat;Follow;0.1
albdmt;miss7terre;Follow;0.1
albdmt;JacquesBompard;Follow;0.1
albdmt;DLF_AlpesHtProv;Follow;0.1
albdmt;Na_DrZ;Follow;0.1
albdmt;loupmautin;Follow;0.1
albdmt;M_Desmazieres;Follow;0.1
albdmt;JphTanguy;Follow;0.1
albdmt;IsabelleSurply;Follow;0.1
albdmt;TeamBarjot;Follow;0.1
albdmt;AymelineBriffod;Follow;0.1
albdmt;a2fouch;Follow;0.1
albdmt;ZeroPointu;Follow;0.1
albdmt;LautreMarc;Follow;0.1
albdmt;NOE3_0;Follow;0.1
albdmt;RostatAlberto;Follow;0.1
albdmt;fenotteenragee;Follow;0.1
albdmt;a_cecile;Follow;0.1
albdmt;laurentwauquiez;Follow;0.1
albdmt;GerbertRambaud;Follow;0.1
albdmt;cecilebayle2j;Follow;0.1
albdmt;RichardHilton15;Follow;0.1
albdmt;FMoury;Follow;0.1
albdmt;LaComt;Follow;0.1
albdmt;Jose_BOUDEY;Follow;0.1
albdmt;J_France86;Follow;0.1
albdmt;SetzeYvon;Follow;0.1
albdmt;gdefournas;Follow;0.1
albdmt;gonzagmalherbe;Follow;0.1
albdmt;JColombierRN;Follow;0.1
albdmt;abbeantoinerg;Follow;0.1
albdmt;la_bourdonnaye;Follow;0.1
albdmt;AwardsParis;Follow;0.1
albdmt;RemyFevrier;Follow;0.1
albdmt;JuristePLE;Follow;0.1
albdmt;MeresVeilleuses;Follow;0.1
albdmt;salonAPS;Follow;0.1
albdmt;PasMonApel;Follow;0.1
albdmt;Figaro_Societe;Follow;0.1
albdmt;DameTotor;Follow;0.1
albdmt;Mairesencolere;Follow;0.1
albdmt;DwekhNawshaFr;Follow;0.1
albdmt;OffiManifs;Follow;0.1
albdmt;N_TardyJoubert;Follow;0.1
albdmt;guillaumezel;Follow;0.1
albdmt;AntoineMellies;Follow;0.1
albdmt;Gendarmerie;Follow;0.1
albdmt;Xxentodoamarxx;Follow;0.1
albdmt;GWGoldnadel;Follow;0.1
albdmt;Jeunes_IHEDN;Follow;0.1
albdmt;Entoutesecurite;Follow;0.1
albdmt;Alexcauchard;Follow;0.1
albdmt;barua2004;Follow;0.1
albdmt;FrDesouche;Follow;0.1
albdmt;Au_Legrand;Follow;0.1
albdmt;HermineEnColere;Follow;0.1
albdmt;LOrientLeJour;Follow;0.1
albdmt;MPTOnlacherien;Follow;0.1
albdmt;StopPhilippot;Follow;0.1
albdmt;Stephane_Ravier;Follow;0.1
albdmt;David_vanH;Follow;0.1
albdmt;ThiboP;Follow;0.1
albdmt;inhesj;Follow;0.1
albdmt;IsadBh;Follow;0.1
albdmt;DCSinterieur;Follow;0.1
albdmt;JJGiannesini;Follow;0.1
albdmt;GeChamussy;Follow;0.1
albdmt;V_BRG;Follow;0.1
albdmt;ArmelJahan;Follow;0.1
albdmt;RobertMenardFR;Follow;0.1
albdmt;JordVives;Follow;0.1
albdmt;mh_flo;Follow;0.1
albdmt;GensDeConfiance;Follow;0.1
albdmt;spibook;Follow;0.1
albdmt;lesRepublicains;Follow;0.1
albdmt;LECUYERCatherin;Follow;0.1
albdmt;justice_france;Follow;0.1
albdmt;maeschlimann;Follow;0.1
albdmt;lecorrecteur;Follow;0.1
albdmt;S_PIETRASANTA;Follow;0.1
albdmt;AEuropeAdoptes;Follow;0.1
albdmt;NawakNawak;Follow;0.1
albdmt;vincentmichelon;Follow;0.1
albdmt;cyrilmourinho;Follow;0.1
albdmt;lauhaim;Follow;0.1
albdmt;procedit;Follow;0.1
albdmt;Prefet13;Follow;0.1
albdmt;ElyseeInfos;Follow;0.1
albdmt;allianceVITA;Follow;0.1
albdmt;CNAFC;Follow;0.1
albdmt;Maitre_Eolas;Follow;0.1
albdmt;Clamer145;Follow;0.1
albdmt;AFCdu94;Follow;0.1
albdmt;OlivierESQUIROL;Follow;0.1
albdmt;ldevilloutreys;Follow;0.1
albdmt;EladRatson;Follow;0.1
albdmt;MaitreleDall;Follow;0.1
albdmt;aurelien_veron;Follow;0.1
albdmt;lhorreur404;Follow;0.1
albdmt;Nantaisfamille;Follow;0.1
albdmt;ElyanePenou;Follow;0.1
albdmt;MagDecideurs;Follow;0.1
albdmt;Maisondelux;Follow;0.1
albdmt;lesinrocks;Follow;0.1
albdmt;ThibautDary;Follow;0.1
albdmt;CBeigbeder;Follow;0.1
albdmt;JLdeLaVaissiere;Follow;0.1
albdmt;TAXISG7;Follow;0.1
albdmt;ndiat1;Follow;0.1
albdmt;Card_R_Sarah;Follow;0.1
albdmt;LCIPolitique;Follow;0.1
albdmt;TriompheS;Follow;0.1
albdmt;AEFsecurite;Follow;0.1
albdmt;CdVulpi;Follow;0.1
albdmt;Clmce_A;Follow;0.1
albdmt;endroitabandone;Follow;0.1
albdmt;EChartoire;Follow;0.1
albdmt;SecuritasFrance;Follow;0.1
albdmt;CJCSofficiel;Follow;0.1
albdmt;FFProtec;Follow;0.1
albdmt;blog83629;Follow;0.1
albdmt;Securite_Privee;Follow;0.1
albdmt;Evenementiel_fr;Follow;0.1
albdmt;gemuselier;Follow;0.1
albdmt;Alkanz;Follow;0.1
albdmt;mrostagnat;Follow;0.1
albdmt;TristanQM;Follow;0.1
albdmt;laFouchardiere;Follow;0.1
albdmt;Le_Mobilisateur;Follow;0.1
albdmt;Le_CoRP;Follow;0.1
albdmt;AlainJupepe;Follow;0.1
albdmt;Pairedailes;Follow;0.1
albdmt;Merkisedek;Follow;0.1
albdmt;panicageneral;Follow;0.1
albdmt;Phi2lab;Follow;0.1
albdmt;MarionMarechal;Follow;0.1
albdmt;annezda;Follow;0.1
albdmt;enpatrouille;Follow;0.1
albdmt;Franck_alpin;Follow;0.1
albdmt;LMirab;Follow;0.1
albdmt;droitenationale;Follow;0.1
albdmt;DBourjon;Follow;0.1
albdmt;samuduv;Follow;0.1
albdmt;jbd2dms;Follow;0.1
albdmt;AntBern;Follow;0.1
albdmt;masfamilia;Follow;0.1
albdmt;Prolotwitto;Follow;0.1
albdmt;PhilouisXV;Follow;0.1
albdmt;f_philippot;Follow;0.1
albdmt;france_mdia;Follow;0.1
albdmt;elise_duffau;Follow;0.1
albdmt;Sam_du_44;Follow;0.1
albdmt;Lahirelsb;Follow;0.1
albdmt;BlStreb;Follow;0.1
albdmt;miragf10;Follow;0.1
albdmt;Veilleurs75;Follow;0.1
albdmt;ProfesseurBang;Follow;0.1
albdmt;Chalosse40;Follow;0.1
albdmt;PHBrandet;Follow;0.1
albdmt;Barbachar;Follow;0.1
albdmt;Julyiiie;Follow;0.1
albdmt;SOSCdOrient;Follow;0.1
albdmt;PaulLignieres;Follow;0.1
albdmt;carocarmantrand;Follow;0.1
albdmt;bdc70;Follow;0.1
albdmt;robocopin;Follow;0.1
albdmt;Adrienne2_0;Follow;0.1
albdmt;mellelamoureux;Follow;0.1
albdmt;PGannat;Follow;0.1
albdmt;Ln_ONLR_nL;Follow;0.1
albdmt;Gaelle_Dupont;Follow;0.1
albdmt;MeAdlle;Follow;0.1
albdmt;GuillaumeDaret;Follow;0.1
albdmt;GTabard;Follow;0.1
albdmt;GeoffroyLejeune;Follow;0.1
albdmt;C_Pantalon;Follow;0.1
albdmt;NDduLaus;Follow;0.1
albdmt;B_Doucet_;Follow;0.1
albdmt;jsanchez_rn;Follow;0.1
albdmt;LaureCroisille;Follow;0.1
albdmt;leomouren;Follow;0.1
albdmt;aurelherbemont;Follow;0.1
albdmt;EstelleGR;Follow;0.1
albdmt;AudreySalor;Follow;0.1
albdmt;coupsdegueule;Follow;0.1
albdmt;Adlffrst;Follow;0.1
albdmt;DidierLeprinceR;Follow;0.1
albdmt;AvecWauquiez;Follow;0.1
albdmt;Le_FSL;Follow;0.1
albdmt;FamillesPlumees;Follow;0.1
albdmt;GeofBdt;Follow;0.1
albdmt;JMPotdevin;Follow;0.1
albdmt;Globule34FR;Follow;0.1
albdmt;une__cigogne;Follow;0.1
albdmt;Ligne12_RATP;Follow;0.1
albdmt;We_Love_France;Follow;0.1
albdmt;DominiqueReynie;Follow;0.1
albdmt;jfpoisson78;Follow;0.1
albdmt;Fikmonskov;Follow;0.1
albdmt;Notaires_CSN;Follow;0.1
albdmt;louisvian_LdS;Follow;0.1
albdmt;lmpt35;Follow;0.1
albdmt;Altramone;Follow;0.1
albdmt;bnouvelle;Follow;0.1
albdmt;pbablot;Follow;0.1
albdmt;AntoineGaugoy;Follow;0.1
albdmt;Peyo_san;Follow;0.1
albdmt;VeroniqueWache;Follow;0.1
albdmt;dematkiki;Follow;0.1
albdmt;askolovitchC;Follow;0.1
albdmt;LePoint;Follow;0.1
albdmt;Olfrance;Follow;0.1
albdmt;FreeNow_FR;Follow;0.1
albdmt;FranceCatho;Follow;0.1
albdmt;BretonGrincheux;Follow;0.1
albdmt;Georges9133;Follow;0.1
albdmt;ledauphine;Follow;0.1
albdmt;Hervemanche;Follow;0.1
albdmt;AlainSTM;Follow;0.1
albdmt;Lindellnews;Follow;0.1
albdmt;VeryChic;Follow;0.1
albdmt;acteurspublics;Follow;0.1
albdmt;FestivalAnuncio;Follow;0.1
albdmt;fmomboisse;Follow;0.1
albdmt;BilgerPhilippe;Follow;0.1
albdmt;Andiwahloo;Follow;0.1
albdmt;LaToileScoute;Follow;0.1
albdmt;Papyted74;Follow;0.1
albdmt;FaitReligieux1;Follow;0.1
albdmt;ProVitaFamiglia;Follow;0.1
albdmt;FraterniteIrak;Follow;0.1
albdmt;xiskya;Follow;0.1
albdmt;HeleenDebruyne;Follow;0.1
albdmt;infosActus;Follow;0.1
albdmt;theresehargot;Follow;0.1
albdmt;LB2S;Follow;0.1
albdmt;CGueant;Follow;0.1
albdmt;xavierbertrand;Follow;0.1
albdmt;SDDFRANCE;Follow;0.1
albdmt;ConsultGender;Follow;0.1
albdmt;alexandraturcat;Follow;0.1
albdmt;TeamForceRep;Follow;0.1
albdmt;RuedeVaugirard;Follow;0.1
albdmt;kstelkeeper;Follow;0.1
albdmt;laurossignol;Follow;0.1
albdmt;EuropeforFamily;Follow;0.1
albdmt;lronssin;Follow;0.1
albdmt;dombouissou;Follow;0.1
albdmt;dugbs78;Follow;0.1
albdmt;CureMontmartre;Follow;0.1
albdmt;HeloPasmarre;Follow;0.1
albdmt;grazianijulie;Follow;0.1
albdmt;cedricgarrofe;Follow;0.1
albdmt;manifpourtous68;Follow;0.1
albdmt;manifpourtous67;Follow;0.1
albdmt;ManifPourTous61;Follow;0.1
albdmt;LMPT10;Follow;0.1
albdmt;manifpourtous13;Follow;0.1
albdmt;LMPT66;Follow;0.1
albdmt;ColettedePau;Follow;0.1
albdmt;BCazeneuve;Follow;0.1
albdmt;ATUniversel;Follow;0.1
albdmt;de_bonneuil;Follow;0.1
albdmt;Dieu__Officiel;Follow;0.1
albdmt;la_dcri;Follow;0.1
albdmt;soundartmuseum;Follow;0.1
albdmt;FigaroVox;Follow;0.1
albdmt;FrancoisFillon;Follow;0.1
albdmt;Nahele75;Follow;0.1
albdmt;nleblevennec;Follow;0.1
albdmt;PasquierA;Follow;0.1
albdmt;AudeMirkovic;Follow;0.1
albdmt;Les_Gavroches;Follow;0.1
albdmt;J2B92;Follow;0.1
albdmt;Incorrupt78;Follow;0.1
albdmt;Dixhuitinfo;Follow;0.1
albdmt;KovacsSt;Follow;0.1
albdmt;psantanam;Follow;0.1
albdmt;jul_lbr;Follow;0.1
albdmt;AgenceInfoLibre;Follow;0.1
albdmt;davidperrotin;Follow;0.1
albdmt;robindesbois007;Follow;0.1
