source;target;weight;sha1;average_hash
CocardeEtud;MaxDvchl;1;9ad8b9cd4c2e85255814e85fe9d60d2d4ce54e55;3fbfc78785818187
MaxDvchl;cocarde_assas;1;9ad8b9cd4c2e85255814e85fe9d60d2d4ce54e55;3fbfc78785818187
CocardeEtud;Cocarde_ParisIV;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
Cocarde_ParisIV;cocarde_assas;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
Cocarde_ParisIV;MaxDvchl;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
CocardeEtud;discours_genre;1;2dab2c9379e133cbbaad741c5d200475a3509e01;3fbfc78785818187
cocarde_assas;discours_genre;1;2dab2c9379e133cbbaad741c5d200475a3509e01;3fbfc78785818187
MaxDvchl;discours_genre;1;2dab2c9379e133cbbaad741c5d200475a3509e01;3fbfc78785818187
Cocarde_ParisIV;discours_genre;1;2dab2c9379e133cbbaad741c5d200475a3509e01;3fbfc78785818187
CocardeEtud;cocarde_CLille;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
cocarde_CLille;cocarde_assas;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
MaxDvchl;cocarde_CLille;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
Cocarde_ParisIV;cocarde_CLille;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
cocarde_CLille;discours_genre;1;3357f5ec0f8c7e867b82be377c6f609b52a3be05;3fbfc78785818187
1001portails;RTLFrance;4;9bc104941f513d1d475d9b2fc66fe672c1bb2702;4040c1d9d9d8d8d8
JeanLogronos;titrespresse;2;facbd9e77ca2cd9f07e5c86b9a370ae9df0eba8f;44565e7e78527a2b
stefrossiyellow;titrespresse;2;facbd9e77ca2cd9f07e5c86b9a370ae9df0eba8f;44565e7e78527a2b
Europe1;titrespresse;2;facbd9e77ca2cd9f07e5c86b9a370ae9df0eba8f;44565e7e78527a2b
KimJongUnique;VigiGender;1;9e3661a6bef344d7079051258498ef3cb3d287f1;4e7ef6b2b0f08cff
Fawkes_Family;monde_libre;2;30d27bb9bd8edab58de2be303e4c30d63efa7a2b;4f47464653797cfc
Fawkes_Family;revuedepresse30;1;fcc4793273ab700c5a239a44b859fdcb84828f7a;4f47464653797cfc
Fawkes_Family;LEXPRESS;1;467ebad27933c4126e88468dc91fbca475a12f7a;4f47464653797cfc
LEXPRESS;monde_libre;2;467ebad27933c4126e88468dc91fbca475a12f7a;4f47464653797cfc
LEXPRESS;revuedepresse30;1;467ebad27933c4126e88468dc91fbca475a12f7a;4f47464653797cfc
CyberActualite;NouvelGenerales;2;58c96ec0819e7b875805e525e113f80dcd53c3ea;6058181c1c3e3602
1001portails;CyberActualite;1;58c96ec0819e7b875805e525e113f80dcd53c3ea;6058181c1c3e3602
ActuaLitte;CollibrisLdL;1;25e9d95af92a9ea596400b2191538e19a4523521;6f47db4f0f8b1911
LaCroix;LeTelegramme;1;9171635f4323a1bcc7e25bf107c4f74c3bf3e0f3;707602000c2f7f7e
LaCroix;titrespresse;1;9171635f4323a1bcc7e25bf107c4f74c3bf3e0f3;707602000c2f7f7e
ManifPourTous78;pnferry;1;cd8012506ac4682ed8d733b00de8aca017fa6084;7959dcdc8c8c88f9
MsannWael;samislike_;1;23591e8ebfbdd7ef3ffe8ee16bd9750fbb6fbedb;7cf1c0809492de1f
JessicaaDouaah;samislike_;1;23591e8ebfbdd7ef3ffe8ee16bd9750fbb6fbedb;7cf1c0809492de1f
JessicaaDouaah;MsannWael;1;23591e8ebfbdd7ef3ffe8ee16bd9750fbb6fbedb;7cf1c0809492de1f
MarwaDiiKwik;samislike_;1;23591e8ebfbdd7ef3ffe8ee16bd9750fbb6fbedb;7cf1c0809492de1f
MarwaDiiKwik;MsannWael;1;23591e8ebfbdd7ef3ffe8ee16bd9750fbb6fbedb;7cf1c0809492de1f
JessicaaDouaah;MarwaDiiKwik;1;23591e8ebfbdd7ef3ffe8ee16bd9750fbb6fbedb;7cf1c0809492de1f
dufosseBelmer;radio_v_l;1;f91916d792ab2b8b0a0341c55ac7989e5a36c714;7f0f00ffaf0d0c04
BotActuality_FR;revuedepresse30;1;82daeeeb5cb52b93916fbac475f38c5bc55df53a;805fffe0f0f8fcff
1001portails;mediasurfeur;1;5db51ac571487f1dbd326ea0704357d929ae25dc;8303031bbffd7098
Gourlotpascon;mouton__noir;1;5712b51b24bd51a978368fdd014eb2be09dc4101;860fff8003011fff
_infos;infosActus;2;f9553ac61a65de6e4693f5824ea38b5e0bc18e0b;868604127a7a787a
infosActus;poznanski_serge;2;f9553ac61a65de6e4693f5824ea38b5e0bc18e0b;868604127a7a787a
_infos;poznanski_serge;2;f9553ac61a65de6e4693f5824ea38b5e0bc18e0b;868604127a7a787a
Telerama;mimibovary;1;230d3deb2d8f8b0f962d5db6b2862dbe827d9565;8f8783838189e581
MichCorto;mathieumbkza;1;c8c9244195a34db7d12a1854790dd07fab821e2d;91d18c8cede0c5fd
mathieumbkza;meithu;1;9dc2f259d7d91c9e4fc0dc6908e57d88763b585e;91d18c8cede0c5fd
MichCorto;meithu;1;9dc2f259d7d91c9e4fc0dc6908e57d88763b585e;91d18c8cede0c5fd
Bonie75;saphirnews;1;11ccec10c422271a77fbf92344e8e4dfb62c8788;9f9f1bdb0a080b09
Plumensoi;W_2_7;1;981e59b703f27f8f6809d6723ebb2274762ec898;9fde9090f0e070f4
CyberActualite;Le_Scan_Tele;1;eb230824394e38433219627be352945641d4f04c;a1216dcdfde4e4f8
LRDLJ;tassolibano;1;9697c7dff6ee6117e1ac09dea375f67236e0df50;b9b1f9fbb9b138b8
ActuaLitte;titrespresse;1;3174756fa0e3dff9533034f3650f2201893a983c;bf39393919191909
A_C_Husson;Bonie75;1;18465308cbef0379f91fdb29abf567658f6f4118;c10147c1c1dfffff
Barberis888;Charles_LS_;1;f3445370f818e359713b119b65a89701c51f0866;c1818103efe7e7c3
latourte;laurentgallois;1;42bfb75cccd105830f75f978252b86c828d82fd7;c2c9fffcf2682070
C8C57;DanielPilotte;1;db3bde9b7503d608ac2a7792b368c7159cbfe68f;c7c3d3d0fcc0e4e6
DanielPilotte;geofrance57;1;d399bddacebb20c8ddc2ca82d0a235163d97bc37;c7c3d3d0fcc0e4e6
C8C57;geofrance57;1;d399bddacebb20c8ddc2ca82d0a235163d97bc37;c7c3d3d0fcc0e4e6
chateaudupin;laurentgallois;1;5f5f08c0dfbf7f811e1eca484796ccb2dfb0a22c;cb87878fffd1c133
DinetteDina;titrespresse;1;cc00e31b8238467149c37d3fadfff9442b466c4c;cfde8e0000237775
TheScream666;stefrossiyellow;2;acd38a005cc2f91b22d7e949577431ba72586c4d;cfde8e0400012777
BFMTV;TheScream666;2;acd38a005cc2f91b22d7e949577431ba72586c4d;cfde8e0400012777
BFMTV;stefrossiyellow;2;acd38a005cc2f91b22d7e949577431ba72586c4d;cfde8e0400012777
GeoffreyVigier;iblakegary;1;1e744ecb116e6775bb232907723c21ac96d1eceb;d79105415107ffff
LesEchos;LesEchosLive;1;76a6760d5eabd7518814b2290fcb4b493165f890;d9ff9f9cac04c0e0
LesEchosLive;pgmday;1;8231175d32daa55da42d7830602f8a11904137dd;d9ff9f9cac04c0e0
LesEchos;pgmday;1;8231175d32daa55da42d7830602f8a11904137dd;d9ff9f9cac04c0e0
FoxdeoHash;LesEchosLive;1;6e1ebee653cf8a6ceeb433ae9bae809d7751bbc0;d9ff9f9cac04c0e0
FoxdeoHash;LesEchos;1;6e1ebee653cf8a6ceeb433ae9bae809d7751bbc0;d9ff9f9cac04c0e0
FoxdeoHash;pgmday;1;6e1ebee653cf8a6ceeb433ae9bae809d7751bbc0;d9ff9f9cac04c0e0
encore_fred;jgilb48;1;8f1b0a89d29cfc3de95487f476eb23b1ea2c38d9;df9f81838fefe1ff
abbeamar;jgilb48;1;8f1b0a89d29cfc3de95487f476eb23b1ea2c38d9;df9f81838fefe1ff
abbeamar;encore_fred;1;8f1b0a89d29cfc3de95487f476eb23b1ea2c38d9;df9f81838fefe1ff
CedAbdilla;ULYSSE888;1;7dece12762d04e66e8e640ce636b4dc0a9bda222;e2c2a081b39b03ff
FigaroVox;tutetrumpgrave;1;435389a299f644a9e1142412c89aa15890424b19;e4480a8cb0b03e1e
MarcNissart;lvk_res;1;e5d43204d4fe3fcd7c5a95fbebc074498e5ce41d;e7c1dffcf4ea2070
1001portails;ActusPolitiques;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
ActusPolitiques;BotActuality_FR;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
1001portails;BotActuality_FR;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
ActusPolitiques;EnviedeFrance;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
1001portails;EnviedeFrance;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
BotActuality_FR;EnviedeFrance;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
ActusPolitiques;FrancoisToup;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
1001portails;FrancoisToup;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
BotActuality_FR;FrancoisToup;2;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
EnviedeFrance;FrancoisToup;1;006c018b5a6f1429fc9928e10ea24b09536d5f46;e7f7f7f9d0908000
JuCOQUET;NR_Tours;1;cd0114bf1cffd20248b510e251c743ebcb695c06;ef67750534643a1f
MaisaAlicea;Xavi_Borja_HB;1;98cd4a859f955e02aea29ce710884ccb40ffeede;f40818383c787fff
gayregis;ulyssepariser;1;6bf7dea29ff66f77d0039f0ba2b0582e26ac34cc;fb91a19981a581db
plantu;ulyssepariser;1;f3217b87e741d9652c43c1499e7209e0e0e45993;fb91a19981a581db
gayregis;plantu;1;f3217b87e741d9652c43c1499e7209e0e0e45993;fb91a19981a581db
NatachaQS;ulyssepariser;1;baab77239d1315f62afd6258ec5391124fd1a3c9;fb91a19981a581db
NatachaQS;gayregis;1;baab77239d1315f62afd6258ec5391124fd1a3c9;fb91a19981a581db
NatachaQS;plantu;1;baab77239d1315f62afd6258ec5391124fd1a3c9;fb91a19981a581db
ChretienneF;djamkun;1;6906164aa3a7bff7c4544dfb2cf7b9eff07039a6;fe7e7c7c38081000
Valeurs;djamkun;1;6906164aa3a7bff7c4544dfb2cf7b9eff07039a6;fe7e7c7c38081000
ChretienneF;Valeurs;1;6906164aa3a7bff7c4544dfb2cf7b9eff07039a6;fe7e7c7c38081000
LePlus;chdauriac;1;8a9d3bd1108c3ff5dabb4d55133de94dbe2ed5dd;febfb3b38500081c
Julien_Poetevin;monzanito;1;135f6840d1b9bdbd7ecc3089cc9bc7289b308aa6;ff0f07010fffffff
Gaelle_Fit;Julien_Poetevin;1;bafbfd5653b0b94b925208552de412c88a9b3f78;ff0f07010fffffff
Gaelle_Fit;monzanito;1;bafbfd5653b0b94b925208552de412c88a9b3f78;ff0f07010fffffff
Celesthein;ManifPourTous49;1;ebe57522e4c4c8a8d486cc5cdcbd2051db52615e;ff30343424c4c0c1
libuska_c;natypatou;1;6d2619e89af9c94ea04466baef9e80b35e5ca90a;ff3b1998bc3e1a10
F3cotedazur;HautLesCrayons;1;34f1c6936cb55dac3988ab49ee3c0901691688bc;ffb9d888e12109df
ParisPasRose;Rev_de_Presse;1;5c398054d8eb7c2c633122f0ac0ee79c80f292e4;ffbd31c1c79ff040
LNicollet;antoinefilippi;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
1001portails;LNicollet;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
1001portails;antoinefilippi;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
LNicollet;YOLANDESANDRA;1;bcc98bb2791ee19e27c960020f5ba92c02fe31d3;ffc3c3c3c3c3ffff
YOLANDESANDRA;antoinefilippi;1;bcc98bb2791ee19e27c960020f5ba92c02fe31d3;ffc3c3c3c3c3ffff
1001portails;YOLANDESANDRA;1;bcc98bb2791ee19e27c960020f5ba92c02fe31d3;ffc3c3c3c3c3ffff
LNicollet;RocioPrado7;1;80e89d4a77e30f9d0ac21d3130da6066acba79f1;ffc3c3c3c3c3ffff
RocioPrado7;antoinefilippi;1;80e89d4a77e30f9d0ac21d3130da6066acba79f1;ffc3c3c3c3c3ffff
1001portails;RocioPrado7;1;80e89d4a77e30f9d0ac21d3130da6066acba79f1;ffc3c3c3c3c3ffff
RocioPrado7;YOLANDESANDRA;1;80e89d4a77e30f9d0ac21d3130da6066acba79f1;ffc3c3c3c3c3ffff
LNicollet;LeNouvelObs;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
LeNouvelObs;antoinefilippi;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
1001portails;LeNouvelObs;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
LeNouvelObs;YOLANDESANDRA;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
LeNouvelObs;RocioPrado7;1;c22a3c00667da34c376fb57d4c675159fb5e26f1;ffc3c3c3c3c3ffff
J_Villumsen;ovial;1;a76de8aec49243b998a081b66da4a832f45a580b;ffd3c3f5e1c3c3e1
BotActuality_FR;leqgdelinfo;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
BotActuality_FR;CyberActualite;1;7f305daa1e69358e3aab723df9e2a0ca67bf1ba7;ffefcfcfcf870707
CyberActualite;leqgdelinfo;1;7f305daa1e69358e3aab723df9e2a0ca67bf1ba7;ffefcfcfcf870707
BotActuality_FR;LCP;1;6d2773ae8689f6f0b25d0bf042a40eead200ef07;ffefcfcfcf870707
LCP;leqgdelinfo;1;6d2773ae8689f6f0b25d0bf042a40eead200ef07;ffefcfcfcf870707
CyberActualite;LCP;1;6d2773ae8689f6f0b25d0bf042a40eead200ef07;ffefcfcfcf870707
FrancoisToup;leqgdelinfo;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
CyberActualite;FrancoisToup;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
FrancoisToup;LCP;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
BotActuality_FR;titrespresse;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
leqgdelinfo;titrespresse;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
LCP;titrespresse;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
FrancoisToup;titrespresse;1;080510f40806b4aff03d6a07e8f5fb249bc9e492;ffefcfcfcf870707
24matins;infosActus;1;731150f44d79d9326f79fa4a80bab08b9cc345bc;fff3fbf9e0c4c800
24matins;poznanski_serge;1;731150f44d79d9326f79fa4a80bab08b9cc345bc;fff3fbf9e0c4c800
24matins;_infos;1;731150f44d79d9326f79fa4a80bab08b9cc345bc;fff3fbf9e0c4c800
GuegoC;TheScream666;1;93c34cbdfa706064cb8f8696a4c645d31c7c1bdc;fff3fbf9e9e0c000
GuegoC;stefrossiyellow;1;93c34cbdfa706064cb8f8696a4c645d31c7c1bdc;fff3fbf9e9e0c000
LeSuisse_Romain;TheScream666;1;2f935f3aaf323989991f61f88d4b2d0171c71c61;fff3fbf9e9e0c000
LeSuisse_Romain;stefrossiyellow;1;2f935f3aaf323989991f61f88d4b2d0171c71c61;fff3fbf9e9e0c000
GuegoC;LeSuisse_Romain;1;2f935f3aaf323989991f61f88d4b2d0171c71c61;fff3fbf9e9e0c000
BFMTV;GuegoC;1;f4e43ed5e75e4bc682f5413d90835edc1cec056d;fff3fbf9e9e0c000
BFMTV;LeSuisse_Romain;1;f4e43ed5e75e4bc682f5413d90835edc1cec056d;fff3fbf9e9e0c000
Mathieu_dxx;franceinter;1;c3e0dc8cc275aace029025c80564cd9dbb8f750f;fff3fbf9e9e0c008
GuillaumeS06;constancedalla1;1;ab1298b2cb60ada424749769c1733c67a811a476;fff7fae0c081030f
DavidDupr;titrespresse;1;9f2111b5fd2a94af77ab4970139d2cca0f8db9e0;fffce0f0f0f87230
VitryPS;marcoderouen;2;ae815a4df6603a58de168dbe027845884e759ab3;ffff1971d1111111
VitryPS;franceinfo;1;ae815a4df6603a58de168dbe027845884e759ab3;ffff1971d1111111
franceinfo;marcoderouen;2;ae815a4df6603a58de168dbe027845884e759ab3;ffff1971d1111111
JackyNECNOR;romanichel35;1;42a95f1531998838a635e00a434c098c883c469e;ffff730000000000
Bawttu;HautLesCrayons;1;226fd465cc6e8858903c75cd3745a777c355a2de;ffffc98181870787
NewsjsFr;titrespresse;1;5a94d78b4cd014f13b8030632842a77940c35b72;ffffdf1b17078383
MoncefArfa;ttelacomfin;1;58d72ce746f24837711e77c6e5f6b2fd71c978b6;ffffdf83818181a1
ornikkar;tachillon;1;0b2a04f11ebfc71a193685b913431d258e02a0bd;ffffe7bc8080e0e0
BBAUCH9;lambda_9;1;553ed70846675d43293bd5a18e6a463cc463ef5a;ffffef8f00000000
Neo_atterre;mhb_numerik;1;dcde1d788e6d3e2a82b8e8c673e0bee5aa5bb7a5;fffff3f09190b1b3
VincentCespedes;mhb_numerik;1;dcde1d788e6d3e2a82b8e8c673e0bee5aa5bb7a5;fffff3f09190b1b3
Neo_atterre;VincentCespedes;1;dcde1d788e6d3e2a82b8e8c673e0bee5aa5bb7a5;fffff3f09190b1b3
mathildesbz;mhb_numerik;1;c3cde294ca2c1ae5fe792f9c9121d5a958baa3a8;fffff3f09190b1b3
Neo_atterre;mathildesbz;1;c3cde294ca2c1ae5fe792f9c9121d5a958baa3a8;fffff3f09190b1b3
VincentCespedes;mathildesbz;1;c3cde294ca2c1ae5fe792f9c9121d5a958baa3a8;fffff3f09190b1b3
