Source;Target;LinkType;Weight;AverageHash;Sha1;Category
manifpourtous45;nathalielavi;follow;1;None;None; None
MereTapdur;nathalielavi;follow;2;None;None; None
allianceVITA;nathalielavi;follow;1;None;None; None
dugbs78;nathalielavi;follow;2;None;None; None
espritdefamille;nathalielavi;follow;2;None;None; None
BabeCamino;nathalielavi;follow;1;None;None; None
nathalielavi;stanislasrig;follow;1;None;None; None
nathalielavi;remseeks;follow;1;None;None; None
Citadelle29;nathalielavi;follow;2;None;None; None
JuristePLE;nathalielavi;follow;2;None;None; None
Olfrance;nathalielavi;follow;1;None;None; None
Le_BienCommun;nathalielavi;follow;2;None;None; None
LaManifPourTous;nathalielavi;follow;1;None;None; None
OnNaQuUneMaman;nathalielavi;follow;2;None;None; None
NPOMMERET;nathalielavi;follow;2;None;None; None
Francoiszero2;nathalielavi;follow;2;None;None; None
laurossignol;nathalielavi;follow;1;None;None; None
PrintempsFrance;nathalielavi;follow;2;None;None; None
HenrideSoos;nathalielavi;follow;1;None;None; None
fenotteenragee;nathalielavi;follow;2;None;None; None
AudeMirkovic;nathalielavi;follow;1;None;None; None
LMPTMaroc;nathalielavi;follow;1;None;None; None
nathalielavi;olympe37;follow;2;None;None; None
fxperes;nathalielavi;follow;1;None;None; None
albdmt;nathalielavi;follow;1;None;None; None
ehavet;nathalielavi;follow;1;None;None; None
SJallamion;nathalielavi;follow;1;None;None; None
jylegis2017;nathalielavi;follow;2;None;None; None
lmpt69;nathalielavi;follow;2;None;None; None
Valeurs;nathalielavi;follow;1;None;None; None
CarolineRoux1;nathalielavi;follow;1;None;None; None
nathalielavi;piert83;follow;1;None;None; None
LMPT75;nathalielavi;follow;1;None;None; None
C_Pantalon;nathalielavi;follow;1;None;None; None
Sentinelles_fr;nathalielavi;follow;1;None;None; None
FrkLaBaule;nathalielavi;follow;2;None;None; None
MPTOnlacherien;nathalielavi;follow;1;None;None; None
Frugheon_D;journalPresent;follow;1;None;None; None
Frugheon_D;mahtfrid;follow;1;None;None; None
Frugheon_D;patricia691503;follow;2;None;None; None
Frugheon_D;tchincath;follow;2;None;None; None
Frugheon_D;kjhgdddy333;follow;1;None;None; None
Frugheon_D;moniquepot1;follow;2;None;None; None
Frugheon_D;Monicoser;follow;2;None;None; None
Frugheon_D;Romain1571;follow;2;None;None; None
Frugheon_D;LibreNation1;follow;1;None;None; None
Frugheon_D;LPatriotes2022;follow;2;None;None; None
Frugheon_D;papey987;follow;2;None;None; None
Frugheon_D;LesConservateur;follow;2;None;None; None
Frugheon_D;PGannat;follow;1;None;None; None
Frugheon_D;stanislasrig;follow;1;None;None; None
AellenaEgon;Frugheon_D;follow;2;None;None; None
Frugheon_D;Genethique;follow;1;None;None; None
Frugheon_D;OnNaQuUneMaman;follow;2;None;None; None
Frugheon_D;jylgallou;follow;1;None;None; None
Frugheon_D;LaManifPrTous37;follow;1;None;None; None
Frugheon_D;ManifPourTous89;follow;1;None;None; None
CollectifPeres;Frugheon_D;follow;2;None;None; None
Frugheon_D;scorpion496;follow;2;None;None; None
Civitas_;Frugheon_D;follow;1;None;None; None
Frugheon_D;sylviane_lopez;follow;1;None;None; None
Frugheon_D;Valeurs;follow;1;None;None; None
Frugheon_D;calydol;follow;1;None;None; None
Frugheon_D;claudecamille13;follow;1;None;None; None
Frugheon_D;ma_france4;follow;1;None;None; None
Frugheon_D;KitineChristi4;follow;2;None;None; None
Frugheon_D;jjjyysse_66_3;follow;2;None;None; None
E_Talitha;Enfantdabord2;follow;1;None;None; None
Enfantdabord2;ManifPourTous60;follow;1;None;None; None
Enfantdabord2;maryconda1;follow;1;None;None; None
Enfantdabord2;manifpourtous83;follow;1;None;None; None
Enfantdabord2;Manifpourtous74;follow;2;None;None; None
CyberManin;Enfantdabord2;follow;1;None;None; None
Enfantdabord2;PhilMargay;follow;1;None;None; None
Enfantdabord2;manifpourtous45;follow;2;None;None; None
Enfantdabord2;manifpourtous22;follow;1;None;None; None
Enfantdabord2;allianceVITA;follow;1;None;None; None
Enfantdabord2;manifpourtous92;follow;2;None;None; None
Enfantdabord2;O_N_L_R;follow;2;None;None; None
Enfantdabord2;ManifPourTous85;follow;1;None;None; None
Enfantdabord2;manifpourtous91;follow;1;None;None; None
Bearnais_64300;Enfantdabord2;follow;1;None;None; None
Enfantdabord2;JuristePLE;follow;1;None;None; None
Enfantdabord2;LaManifPourTous;follow;1;None;None; None
Enfantdabord2;thibauddP;follow;1;None;None; None
Enfantdabord2;christineboutin;follow;1;None;None; None
Enfantdabord2;manifpourtous11;follow;1;None;None; None
Enfantdabord2;ManifPourTous89;follow;1;None;None; None
Enfantdabord2;ManifPourTous49;follow;2;None;None; None
Enfantdabord2;NPOMMERET;follow;2;None;None; None
Enfantdabord2;LeaMidene;follow;1;None;None; None
AudeMirkovic;Enfantdabord2;follow;1;None;None; None
Enfantdabord2;albdmt;follow;1;None;None; None
Enfantdabord2;LMPT57;follow;1;None;None; None
DejanteDu44;Enfantdabord2;follow;2;None;None; None
Enfantdabord2;PhilippeOswald;follow;1;None;None; None
Enfantdabord2;veilleursdePau;follow;1;None;None; None
Enfantdabord2;LMPT75;follow;1;None;None; None
Enfantdabord2;FrkLaBaule;follow;1;None;None; None
Enfantdabord2;manifpourtous31;follow;1;None;None; None
Enfantdabord2;ManifPourTous59;follow;1;None;None; None
Enfantdabord2;LMPT44;follow;2;None;None; None
Valeurs;dede17_86;follow;1;None;None; None
Valeurs;hamalus;follow;1;None;None; None
LaManifPourTous;hamalus;follow;1;None;None; None
Thompson_2017;hamalus;follow;1;None;None; None
hamalus;le_Parisien;follow;1;None;None; None
AberlinJacklyne;ArjPascal;follow;1;None;None; None
AberlinJacklyne;popoche69008;follow;2;None;None; None
AberlinJacklyne;patricia691503;follow;2;None;None; None
AberlinJacklyne;ZOREIL1945;follow;2;None;None; None
AberlinJacklyne;Chacha78180;follow;2;None;None; None
AberlinJacklyne;PaulTelavi;follow;2;None;None; None
AberlinJacklyne;LesConservateur;follow;2;None;None; None
AberlinJacklyne;MSaggiolo1;follow;1;None;None; None
AberlinJacklyne;Carrionnat;follow;2;None;None; None
AberlinJacklyne;Citadelle29;follow;2;None;None; None
AberlinJacklyne;Steiner2502;follow;1;None;None; None
AberlinJacklyne;urbany73;follow;1;None;None; None
AberlinJacklyne;geraud4315;follow;2;None;None; None
AberlinJacklyne;ManifPourTous49;follow;2;None;None; None
AberlinJacklyne;scorpion496;follow;2;None;None; None
AberlinJacklyne;claude_muriel;follow;1;None;None; None
AberlinJacklyne;Exbrayat48;follow;2;None;None; None
AberlinJacklyne;sylviane_lopez;follow;1;None;None; None
AberlinJacklyne;ArdrB;follow;1;None;None; None
AberlinJacklyne;reinedetrianon;follow;2;None;None; None
AberlinJacklyne;trenteet1;follow;2;None;None; None
AberlinJacklyne;Mazenod10;follow;2;None;None; None
AberlinJacklyne;BOULETJacqueli1;follow;2;None;None; None
AberlinJacklyne;juvenale38;follow;1;None;None; None
AberlinJacklyne;FontezAlbert;follow;1;None;None; None
AberlinJacklyne;jjjyysse_66_3;follow;2;None;None; None
AberlinJacklyne;Fillon2017best;follow;2;None;None; None
AberlinJacklyne;enpatrouille;follow;2;None;None; None
AberlinJacklyne;annie_clot;follow;2;None;None; None
AberlinJacklyne;Jean_DAlbret;follow;2;None;None; None
AberlinJacklyne;MayaAbeilles;follow;2;None;None; None
AberlinJacklyne;droite_sensee;follow;1;None;None; None
AberlinJacklyne;B07099405;follow;2;None;None; None
AberlinJacklyne;Monicoser;follow;2;None;None; None
AberlinJacklyne;HERVEFAV;follow;2;None;None; None
AberlinJacklyne;LPatriotes2022;follow;1;None;None; None
AberlinJacklyne;BarbaraMazieres;follow;2;None;None; None
AberlinJacklyne;LisePierr;follow;1;None;None; None
AberlinJacklyne;delagealine;follow;1;None;None; None
AberlinJacklyne;ouvrelacage;follow;2;None;None; None
AberlinJacklyne;xaviercrn;follow;2;None;None; None
AberlinJacklyne;Andrgilles1;follow;2;None;None; None
AberlinJacklyne;ResistantBase;follow;2;None;None; None
AberlinJacklyne;OnNaQuUneMaman;follow;2;None;None; None
AberlinJacklyne;crist_va;follow;2;None;None; None
AberlinJacklyne;elisahk92;follow;2;None;None; None
AberlinJacklyne;NPOMMERET;follow;2;None;None; None
AberlinJacklyne;jaguard22222;follow;2;None;None; None
AberlinJacklyne;lagrostA;follow;2;None;None; None
AberlinJacklyne;ThanarithMey;follow;1;None;None; None
AberlinJacklyne;DefredFred;follow;2;None;None; None
AberlinJacklyne;annezda;follow;1;None;None; None
AberlinJacklyne;olympe37;follow;2;None;None; None
AberlinJacklyne;Info3Re;follow;2;None;None; None
AberlinJacklyne;Philhum540;follow;2;None;None; None
AberlinJacklyne;FFF15921;follow;2;None;None; None
AberlinJacklyne;Flat6addict;follow;2;None;None; None
AberlinJacklyne;vaubandaniel;follow;2;None;None; None
AberlinJacklyne;krunch_fr;follow;2;None;None; None
AberlinJacklyne;Enfantdabord2;follow;1;None;None; None
AberlinJacklyne;ghidera;follow;1;None;None; None
AberlinJacklyne;J_JChatelier;follow;2;None;None; None
AberlinJacklyne;beoceartemis752;follow;1;None;None; None
AberlinJacklyne;tchincath;follow;2;None;None; None
AberlinJacklyne;moniquepot1;follow;1;None;None; None
AberlinJacklyne;Alis58805436;follow;2;None;None; None
AberlinJacklyne;phil_saillard;follow;2;None;None; None
AberlinJacklyne;lsas78;follow;2;None;None; None
AberlinJacklyne;JEANNOTKZ;follow;2;None;None; None
AberlinJacklyne;CrocdeGang;follow;2;None;None; None
AberlinJacklyne;papey987;follow;2;None;None; None
AberlinJacklyne;HasoftConcept;follow;2;None;None; None
AberlinJacklyne;stanislasrig;follow;1;None;None; None
AberlinJacklyne;sylvita30;follow;1;None;None; None
AberlinJacklyne;JGrosjean7;follow;2;None;None; None
AberlinJacklyne;Escal177R;follow;2;None;None; None
AberlinJacklyne;ChanthanThip;follow;2;None;None; None
AberlinJacklyne;HyacintheClair;follow;2;None;None; None
AberlinJacklyne;joe_bruad;follow;2;None;None; None
AberlinJacklyne;GBLEaKS;follow;2;None;None; None
AberlinJacklyne;GauloisCelte35;follow;1;None;None; None
AberlinJacklyne;Valeurs;follow;1;None;None; None
AberlinJacklyne;FrancoisedeCCLP;follow;1;None;None; None
AberlinJacklyne;claudecamille13;follow;1;None;None; None
AberlinJacklyne;ma_france4;follow;1;None;None; None
AberlinJacklyne;KitineChristi4;follow;2;None;None; None
AberlinJacklyne;claviedidier;follow;2;None;None; None
AberlinJacklyne;O_N_L_R;follow;2;None;None; None
AberlinJacklyne;trambert85;follow;2;None;None; None
AberlinJacklyne;VOLKOFFVITCH;follow;2;None;None; None
AberlinJacklyne;YvesPDB;follow;1;None;None; None
AberlinJacklyne;taurinflorian2;follow;1;None;None; None
AberlinJacklyne;BSergioa2;follow;1;None;None; None
AberlinJacklyne;DaViciDaVici;follow;2;None;None; None
AberlinJacklyne;AlainGuillamon;follow;2;None;None; None
AberlinJacklyne;MereTapdur;follow;2;None;None; None
AberlinJacklyne;nicoleSerrier;follow;2;None;None; None
AberlinJacklyne;jingle_56;follow;2;None;None; None
AberlinJacklyne;erybbbs;follow;1;None;None; None
AberlinJacklyne;FrancoisTaloi;follow;1;None;None; None
AberlinJacklyne;mej31600;follow;2;None;None; None
AberlinJacklyne;Lemerignan;follow;2;None;None; None
AberlinJacklyne;FVuillequez;follow;2;None;None; None
AberlinJacklyne;DomenachMaitena;follow;2;None;None; None
AberlinJacklyne;codicille;follow;2;None;None; None
AberlinJacklyne;ops78v;follow;1;None;None; None
AberlinJacklyne;marielaurevs;follow;2;None;None; None
AberlinJacklyne;Francoiszero2;follow;2;None;None; None
AberlinJacklyne;Thompson_2017;follow;1;None;None; None
AberlinJacklyne;justelebonsens;follow;1;None;None; None
AberlinJacklyne;jylegis2017;follow;2;None;None; None
AberlinJacklyne;bichette2157;follow;2;None;None; None
AberlinJacklyne;PIGNEM;follow;2;None;None; None
AberlinJacklyne;antoine_v17;follow;1;None;None; None
AberlinJacklyne;CorinneDTR;follow;2;None;None; None
AberlinJacklyne;coolise;follow;2;None;None; None
patricia691503;scorpion496;follow;2;None;None; None
jeanclaudepeyra;scorpion496;follow;1;None;None; None
BSergioa2;scorpion496;follow;1;None;None; None
LPatriotes2022;scorpion496;follow;2;None;None; None
papey987;scorpion496;follow;2;None;None; None
jingle_56;scorpion496;follow;2;None;None; None
LesConservateur;scorpion496;follow;2;None;None; None
MSaggiolo1;scorpion496;follow;1;None;None; None
scorpion496;stanislasrig;follow;1;None;None; None
AellenaEgon;scorpion496;follow;2;None;None; None
Lemerignan;scorpion496;follow;2;None;None; None
Andrgilles1;scorpion496;follow;2;None;None; None
LaManifPourTous;scorpion496;follow;1;None;None; None
Steiner2502;scorpion496;follow;1;None;None; None
christineboutin;scorpion496;follow;1;None;None; None
OnNaQuUneMaman;scorpion496;follow;2;None;None; None
geraud4315;scorpion496;follow;2;None;None; None
elisahk92;scorpion496;follow;2;None;None; None
CollectifPeres;scorpion496;follow;2;None;None; None
GBLEaKS;scorpion496;follow;2;None;None; None
Mauzin5;scorpion496;follow;1;None;None; None
albdmt;scorpion496;follow;1;None;None; None
scorpion496;sylviane_lopez;follow;1;None;None; None
Valeurs;scorpion496;follow;1;None;None; None
SJallamion;scorpion496;follow;1;None;None; None
bichette2157;scorpion496;follow;2;None;None; None
claudecamille13;scorpion496;follow;1;None;None; None
LMPT75;scorpion496;follow;1;None;None; None
KitineChristi4;scorpion496;follow;2;None;None; None
SolangeBlondea1;scorpion496;follow;1;None;None; None
jjjyysse_66_3;scorpion496;follow;2;None;None; None
LubacGenevieve;Valeurs;follow;1;None;None; None
LubacGenevieve;chaussat_helene;follow;2;None;None; None
AFC_Pays_Aix;angelo_bottone;follow;1;None;None; None
ChrtienBibliqu1;angelo_bottone;follow;1;None;None; None
AFCdu94;angelo_bottone;follow;1;None;None; None
allianceVITA;angelo_bottone;follow;1;None;None; None
angelo_bottone;erybbbs;follow;1;None;None; None
angelo_bottone;sentinpiedi;follow;1;None;None; None
JuristePLE;angelo_bottone;follow;1;None;None; None
Genethique;angelo_bottone;follow;1;None;None; None
Olfrance;angelo_bottone;follow;1;None;None; None
LaManifPourTous;angelo_bottone;follow;1;None;None; None
angelo_bottone;lux_veilleurs;follow;1;None;None; None
Sentinelles_be;angelo_bottone;follow;1;None;None; None
MPTIreland;angelo_bottone;follow;2;None;None; None
albdmt;angelo_bottone;follow;1;None;None; None
angelo_bottone;annezda;follow;1;None;None; None
Philhum540;angelo_bottone;follow;2;None;None; None
Irishprolifer;angelo_bottone;follow;2;None;None; None
Sentinelles_fr;angelo_bottone;follow;1;None;None; None
angelo_bottone;beige_salon;follow;1;None;None; None
Valeurs;alixgraccus1;follow;1;None;None; None
BarbaraMazieres;alixgraccus1;follow;2;None;None; None
SJallamion;alixgraccus1;follow;1;None;None; None
JGrosjean7;journalPresent;follow;2;None;None; None
JGrosjean7;popoche69008;follow;2;None;None; None
JGrosjean7;ZOREIL1945;follow;2;None;None; None
AFC_Pays_Aix;JGrosjean7;follow;1;None;None; None
JGrosjean7;npommeret1;follow;2;None;None; None
JGrosjean7;allianceVITA;follow;1;None;None; None
JGrosjean7;LesConservateur;follow;2;None;None; None
JGrosjean7;deforges_g;follow;1;None;None; None
Citadelle29;JGrosjean7;follow;2;None;None; None
EvelyneYant94;JGrosjean7;follow;2;None;None; None
JGrosjean7;Le_BienCommun;follow;2;None;None; None
JGrosjean7;LaManifPourTous;follow;1;None;None; None
JGrosjean7;christineboutin;follow;1;None;None; None
BGuirlet;JGrosjean7;follow;1;None;None; None
JGrosjean7;PrintempsFrance;follow;2;None;None; None
JGrosjean7;sylviane_lopez;follow;1;None;None; None
ArdrB;JGrosjean7;follow;2;None;None; None
ChTailllebois;JGrosjean7;follow;2;None;None; None
JGrosjean7;reinedetrianon;follow;1;None;None; None
JGrosjean7;trenteet1;follow;2;None;None; None
FontezAlbert;JGrosjean7;follow;1;None;None; None
JGrosjean7;jjjyysse_66_3;follow;2;None;None; None
JGrosjean7;enpatrouille;follow;2;None;None; None
JGrosjean7;ben2l;follow;2;None;None; None
JGrosjean7;mahtfrid;follow;2;None;None; None
JGrosjean7;Monicoser;follow;2;None;None; None
BarbaraMazieres;JGrosjean7;follow;2;None;None; None
JGrosjean7;PGannat;follow;1;None;None; None
JGrosjean7;JstLangevin;follow;2;None;None; None
Genethique;JGrosjean7;follow;1;None;None; None
Andrgilles1;JGrosjean7;follow;2;None;None; None
JGrosjean7;OnNaQuUneMaman;follow;2;None;None; None
JGrosjean7;crist_va;follow;2;None;None; None
JGrosjean7;jylgallou;follow;1;None;None; None
JGrosjean7;elisahk92;follow;2;None;None; None
JGrosjean7;NPOMMERET;follow;2;None;None; None
JGrosjean7;fredericmajau;follow;2;None;None; None
JGrosjean7;delegationpcd86;follow;2;None;None; None
JGrosjean7;fenotteenragee;follow;2;None;None; None
JGrosjean7;olympe37;follow;2;None;None; None
JGrosjean7;sherwood_de;follow;1;None;None; None
JGrosjean7;PorcinetteLouis;follow;2;None;None; None
JGrosjean7;PoinsardXavier;follow;1;None;None; None
JGrosjean7;vaubandaniel;follow;2;None;None; None
JGrosjean7;Sentinelles_fr;follow;1;None;None; None
Enfantdabord2;JGrosjean7;follow;1;None;None; None
JGrosjean7;ln123Champagne;follow;2;None;None; None
2eme_DB;JGrosjean7;follow;2;None;None; None
JGrosjean7;beoceartemis752;follow;2;None;None; None
ClPeqt;JGrosjean7;follow;1;None;None; None
JGrosjean7;Le_petitnico;follow;1;None;None; None
JGrosjean7;dugbs78;follow;2;None;None; None
JGrosjean7;stanislasrig;follow;1;None;None; None
JGrosjean7;miss7terre;follow;2;None;None; None
IsaLPR;JGrosjean7;follow;1;None;None; None
JGrosjean7;Olfrance;follow;1;None;None; None
JGrosjean7;Valeurs;follow;1;None;None; None
FrancoisedeCCLP;JGrosjean7;follow;1;None;None; None
JGrosjean7;ma_france4;follow;1;None;None; None
JGrosjean7;O_N_L_R;follow;2;None;None; None
JGrosjean7;YvesPDB;follow;1;None;None; None
JGrosjean7;gregoire_jahan;follow;1;None;None; None
BSergioa2;JGrosjean7;follow;1;None;None; None
DaViciDaVici;JGrosjean7;follow;2;None;None; None
JGrosjean7;OliberBox;follow;2;None;None; None
JGrosjean7;nicoleSerrier;follow;2;None;None; None
JGrosjean7;manifpourtous92;follow;1;None;None; None
JGrosjean7;mej31600;follow;2;None;None; None
JGrosjean7;Laet_de_r;follow;2;None;None; None
Chambssy;JGrosjean7;follow;2;None;None; None
JGrosjean7;ops78v;follow;2;None;None; None
Francoiszero2;JGrosjean7;follow;2;None;None; None
JGrosjean7;Leonidas57535;follow;2;None;None; None
Gogui_Resistant;JGrosjean7;follow;1;None;None; None
JGrosjean7;colerenoire;follow;2;None;None; None
JGrosjean7;PartisansMarine;follow;2;None;None; None
JGrosjean7;SJallamion;follow;1;None;None; None
JGrosjean7;jylegis2017;follow;2;None;None; None
DejanteDu44;JGrosjean7;follow;2;None;None; None
JGrosjean7;PIGNEM;follow;2;None;None; None
JGrosjean7;piert83;follow;1;None;None; None
JGrosjean7;Romain1571;follow;1;None;None; None
GMRFMLS;JGrosjean7;follow;2;None;None; None
JGrosjean7;coolise;follow;2;None;None; None
Valeurs;gregaimerparis;follow;1;None;None; None
gregaimerparis;jeanclaudepeyra;follow;1;None;None; None
gregaimerparis;jylgallou;follow;1;None;None; None
Andrgilles1;gregaimerparis;follow;2;None;None; None
MarcPiguel;journalPresent;follow;1;None;None; None
LEtudiant_Libre;MarcPiguel;follow;1;None;None; None
ArjPascal;MarcPiguel;follow;1;None;None; None
MarcPiguel;procedit;follow;1;None;None; None
MarcPiguel;SIMON26588769;follow;2;None;None; None
Manifpourtous74;MarcPiguel;follow;1;None;None; None
MarcPiguel;manifpourtous45;follow;1;None;None; None
MarcPiguel;Vero_Jacquier;follow;1;None;None; None
MarcPiguel;allianceVITA;follow;1;None;None; None
MarcPiguel;MichelNicolasA1;follow;1;None;None; None
ManifPourTous85;MarcPiguel;follow;1;None;None; None
Citadelle29;MarcPiguel;follow;2;None;None; None
GarderetC;MarcPiguel;follow;2;None;None; None
JuristePLE;MarcPiguel;follow;1;None;None; None
Le_BienCommun;MarcPiguel;follow;2;None;None; None
LaManifPourTous;MarcPiguel;follow;1;None;None; None
LaPoitou;MarcPiguel;follow;2;None;None; None
MarcPiguel;christineboutin;follow;1;None;None; None
ManifPourTous89;MarcPiguel;follow;1;None;None; None
ManifPourTous49;MarcPiguel;follow;2;None;None; None
BGuirlet;MarcPiguel;follow;1;None;None; None
JennyLambert711;MarcPiguel;follow;1;None;None; None
MarcPiguel;PascalGMICHEL;follow;1;None;None; None
Civitas_;MarcPiguel;follow;1;None;None; None
MarcPiguel;vandewalleberna;follow;1;None;None; None
MarcPiguel;reinedetrianon;follow;2;None;None; None
MarcPiguel;Mazenod10;follow;1;None;None; None
LMPT75;MarcPiguel;follow;1;None;None; None
LMPT53;MarcPiguel;follow;1;None;None; None
ManifPourTous59;MarcPiguel;follow;1;None;None; None
LMPT44;MarcPiguel;follow;1;None;None; None
Fillon2017best;MarcPiguel;follow;1;None;None; None
MarcPiguel;enpatrouille;follow;1;None;None; None
CollagesPro;MarcPiguel;follow;1;None;None; None
Jean_DAlbret;MarcPiguel;follow;2;None;None; None
FrontPopOff;MarcPiguel;follow;1;None;None; None
MarcPiguel;Monicoser;follow;1;None;None; None
MarcPiguel;manifpourtous22;follow;1;None;None; None
BarbaraMazieres;MarcPiguel;follow;2;None;None; None
4XuFHvR1yKOqBzh;MarcPiguel;follow;1;None;None; None
MarcPiguel;remseeks;follow;1;None;None; None
MarcPiguel;manifpourtous91;follow;1;None;None; None
Genethique;MarcPiguel;follow;1;None;None; None
KRUIJTL;MarcPiguel;follow;1;None;None; None
Andrgilles1;MarcPiguel;follow;2;None;None; None
MarcPiguel;OnNaQuUneMaman;follow;2;None;None; None
MarcPiguel;crist_va;follow;2;None;None; None
MarcPiguel;manifpourtous11;follow;1;None;None; None
MarcPiguel;NPOMMERET;follow;1;None;None; None
MarcPiguel;kstelkeeper;follow;1;None;None; None
MarcPiguel;fenotteenragee;follow;1;None;None; None
MarcPiguel;lmpt63;follow;1;None;None; None
MarcPiguel;albdmt;follow;1;None;None; None
MarcPiguel;annezda;follow;1;None;None; None
MarcPiguel;Philhum540;follow;2;None;None; None
CarolineRoux1;MarcPiguel;follow;1;None;None; None
MarcPiguel;krunch_fr;follow;1;None;None; None
MarcPiguel;Sentinelles_fr;follow;1;None;None; None
Enfantdabord2;MarcPiguel;follow;1;None;None; None
MarcPiguel;ghidera;follow;1;None;None; None
MarcPiguel;VitaJeunes;follow;1;None;None; None
MarcPiguel;manifpourtous83;follow;1;None;None; None
Alis58805436;MarcPiguel;follow;2;None;None; None
Le_petitnico;MarcPiguel;follow;1;None;None; None
Jacoba1732;MarcPiguel;follow;1;None;None; None
JEANNOTKZ;MarcPiguel;follow;2;None;None; None
AFCdu94;MarcPiguel;follow;1;None;None; None
MarcPiguel;stanislasrig;follow;1;None;None; None
MarcPiguel;lmptlr;follow;2;None;None; None
MaKarDoue;MarcPiguel;follow;1;None;None; None
BEF90894800;MarcPiguel;follow;2;None;None; None
LaManifPrTous37;MarcPiguel;follow;1;None;None; None
MarcPiguel;RichardHilton15;follow;1;None;None; None
MarcPiguel;frantztoussaint;follow;2;None;None; None
AudeMirkovic;MarcPiguel;follow;1;None;None; None
MarcPiguel;cpdh_eu;follow;1;None;None; None
LMPT57;MarcPiguel;follow;1;None;None; None
MarcPiguel;popo13301856;follow;1;None;None; None
MarcPiguel;partageetvaleur;follow;2;None;None; None
MarcPiguel;Valeurs;follow;1;None;None; None
JeanMarcVILLER;MarcPiguel;follow;1;None;None; None
MarcPiguel;manifpourtous31;follow;1;None;None; None
MarcPiguel;Stphane35092722;follow;1;None;None; None
MPTOnlacherien;MarcPiguel;follow;1;None;None; None
BrigitteDupin;MarcPiguel;follow;1;None;None; None
MarcPiguel;pbaucheron;follow;1;None;None; None
MarcPiguel;jingle_56;follow;1;None;None; None
MarcPiguel;erybbbs;follow;1;None;None; None
MarcPiguel;manifpourtous92;follow;1;None;None; None
MarcPiguel;SALONJP;follow;1;None;None; None
MarcPiguel;mej31600;follow;2;None;None; None
MarcPiguel;dieuetleroi1;follow;2;None;None; None
MarcPiguel;mplecat22;follow;1;None;None; None
Francoiszero2;MarcPiguel;follow;2;None;None; None
ArchibaldOlivi2;MarcPiguel;follow;2;None;None; None
MarcPiguel;SJallamion;follow;1;None;None; None
A_duChambon;MarcPiguel;follow;1;None;None; None
MarcPiguel;jylegis2017;follow;2;None;None; None
MarcPiguel;lmpt69;follow;1;None;None; None
DejanteDu44;MarcPiguel;follow;2;None;None; None
MarcPiguel;PIGNEM;follow;1;None;None; None
CorinneDTR;MarcPiguel;follow;1;None;None; None
DeodatdeGozon;MarcPiguel;follow;1;None;None; None
OnNaQuUneMaman;popoche69008;follow;2;None;None; None
OnNaQuUneMaman;ZOREIL1945;follow;2;None;None; None
Manifpourtous74;OnNaQuUneMaman;follow;1;None;None; None
AFC_Pays_Aix;OnNaQuUneMaman;follow;1;None;None; None
OnNaQuUneMaman;Romain1571;follow;1;None;None; None
OnNaQuUneMaman;PaulTelavi;follow;1;None;None; None
OnNaQuUneMaman;masclac3;follow;1;None;None; None
OnNaQuUneMaman;npommeret1;follow;2;None;None; None
OnNaQuUneMaman;npommeret2;follow;1;None;None; None
OnNaQuUneMaman;acanonne;follow;1;None;None; None
OnNaQuUneMaman;allianceVITA;follow;1;None;None; None
OnNaQuUneMaman;barkanos;follow;1;None;None; None
LesConservateur;OnNaQuUneMaman;follow;2;None;None; None
OnNaQuUneMaman;espritdefamille;follow;1;None;None; None
OnNaQuUneMaman;deforges_g;follow;1;None;None; None
OnNaQuUneMaman;kudplomb;follow;2;None;None; None
OnNaQuUneMaman;abbe_jlm;follow;1;None;None; None
Na_DrZ;OnNaQuUneMaman;follow;1;None;None; None
ManifPourTous85;OnNaQuUneMaman;follow;1;None;None; None
MichelNicolasA1;OnNaQuUneMaman;follow;2;None;None; None
OnNaQuUneMaman;anne_dard;follow;1;None;None; None
Citadelle29;OnNaQuUneMaman;follow;2;None;None; None
GarderetC;OnNaQuUneMaman;follow;2;None;None; None
JuristePLE;OnNaQuUneMaman;follow;1;None;None; None
EARS64084896;OnNaQuUneMaman;follow;2;None;None; None
OnNaQuUneMaman;noe22349;follow;1;None;None; None
Le_BienCommun;OnNaQuUneMaman;follow;2;None;None; None
LaManifPourTous;OnNaQuUneMaman;follow;1;None;None; None
OnNaQuUneMaman;christineboutin;follow;1;None;None; None
OnNaQuUneMaman;urbany73;follow;1;None;None; None
OnNaQuUneMaman;SJallamion;follow;1;None;None; None
BrenKavan;OnNaQuUneMaman;follow;2;None;None; None
ManifPourTous89;OnNaQuUneMaman;follow;1;None;None; None
ManifPourTous49;OnNaQuUneMaman;follow;2;None;None; None
OnNaQuUneMaman;PrintempsFrance;follow;2;None;None; None
LeaMidene;OnNaQuUneMaman;follow;1;None;None; None
OnNaQuUneMaman;lux_veilleurs;follow;1;None;None; None
OnNaQuUneMaman;claude_muriel;follow;1;None;None; None
OnNaQuUneMaman;VincentCaverius;follow;2;None;None; None
OnNaQuUneMaman;SensCommunSud92;follow;2;None;None; None
OnNaQuUneMaman;PascalGMICHEL;follow;1;None;None; None
ArdrB;OnNaQuUneMaman;follow;1;None;None; None
ChTailllebois;OnNaQuUneMaman;follow;2;None;None; None
OnNaQuUneMaman;reinedetrianon;follow;2;None;None; None
Mazenod10;OnNaQuUneMaman;follow;2;None;None; None
LMPT75;OnNaQuUneMaman;follow;1;None;None; None
